,Fp1_delta_power,Fp1_theta_power,Fp1_alpha_power,Fp1_beta_power,Fp1_theta_beta_ratio,Fp2_delta_power,Fp2_theta_power,Fp2_alpha_power,Fp2_beta_power,Fp2_theta_beta_ratio,F3_delta_power,F3_theta_power,F3_alpha_power,F3_beta_power,F3_theta_beta_ratio,F4_delta_power,F4_theta_power,F4_alpha_power,F4_beta_power,F4_theta_beta_ratio,C3_delta_power,C3_theta_power,C3_alpha_power,C3_beta_power,C3_theta_beta_ratio,C4_delta_power,C4_theta_power,C4_alpha_power,C4_beta_power,C4_theta_beta_ratio,P3_delta_power,P3_theta_power,P3_alpha_power,P3_beta_power,P3_theta_beta_ratio,P4_delta_power,P4_theta_power,P4_alpha_power,P4_beta_power,P4_theta_beta_ratio,O1_delta_power,O1_theta_power,O1_alpha_power,O1_beta_power,O1_theta_beta_ratio,O2_delta_power,O2_theta_power,O2_alpha_power,O2_beta_power,O2_theta_beta_ratio,F7_delta_power,F7_theta_power,F7_alpha_power,F7_beta_power,F7_theta_beta_ratio,F8_delta_power,F8_theta_power,F8_alpha_power,F8_beta_power,F8_theta_beta_ratio,T7_delta_power,T7_theta_power,T7_alpha_power,T7_beta_power,T7_theta_beta_ratio,T8_delta_power,T8_theta_power,T8_alpha_power,T8_beta_power,T8_theta_beta_ratio,P7_delta_power,P7_theta_power,P7_alpha_power,P7_beta_power,P7_theta_beta_ratio,P8_delta_power,P8_theta_power,P8_alpha_power,P8_beta_power,P8_theta_beta_ratio,Fz_delta_power,Fz_theta_power,Fz_alpha_power,Fz_beta_power,Fz_theta_beta_ratio,Cz_delta_power,Cz_theta_power,Cz_alpha_power,Cz_beta_power,Cz_theta_beta_ratio,Pz_delta_power,Pz_theta_power,Pz_alpha_power,Pz_beta_power,Pz_theta_beta_ratio
F3_delta_power,0.6333685880486515,0.5472236911686938,0.37366472765732417,0.15827604442094131,0.4282919090428345,0.28725542041248014,0.25594923320994184,0.11406663141195135,0.022792173453199366,0.23072448439978846,1.0,0.5756742464304601,0.271602326811211,0.3195134849286092,0.34933897408778425,0.41073506081438393,0.3267583289264939,0.1427815970386039,0.23104177683765204,0.1083553675304072,0.7160761501850873,0.5132205182443151,0.21840296139608673,0.36969857218402963,0.18376520359598097,0.3145425700687467,0.13765203595980963,-0.007932310946589107,0.22014806980433632,-0.04928609201480698,0.6673717609730302,0.4666314119513485,0.15817028027498678,0.34167107350608145,0.14870438921205711,0.26991010047593866,0.2033844526705447,0.10274986779481755,0.3559492332099418,-0.08852459016393442,0.5539397144368059,0.45901639344262296,0.24436805922792174,0.3212585933368588,0.09629825489159174,0.40745637228979376,0.3333685880486515,0.23088313061872026,0.29296668429402434,0.034531993654151244,0.5459545214172395,0.4842411422527763,0.2883130618720254,0.113590692755156,0.23363299841353782,0.1843997884717081,0.149497620306716,0.13844526705446852,0.12765732416710734,0.04896879957694342,0.5217874140666314,0.4301427815970386,0.2391856160761502,0.15362242199894235,0.30787942887361186,0.11771549444738234,0.12088841882601797,0.14124801692226335,-0.025066102591221575,0.19629825489159175,0.5885245901639344,0.3799048122686409,0.20401903754627182,0.19682707562136437,0.25843469063987307,0.09175039661554733,0.10534108937070333,0.13738762559492332,0.041142252776308834,0.04341618191433104,0.8637757800105764,0.5608143839238499,0.2537281861448969,0.31253305129561076,0.19598096245372817,0.3601797990481227,0.20259122157588577,0.059598096245372816,0.3717080909571655,-0.13395029085140137,0.6920676890534109,0.5637757800105764,0.19830777366472765,0.34875727128503436,0.13812797461660498
F3_theta_power,0.27773664727657327,0.5722369116869381,0.6301427815970386,0.4737704918032787,0.19307244843997884,0.053305129561078794,0.2828662083553675,0.3061872025383395,0.22464304600740348,0.06747752511898467,0.5756742464304601,1.0,0.6041776837652036,0.6349021681649921,0.42051824431517715,0.18556319407720784,0.5533051295610788,0.22522474881015336,0.34262295081967215,0.20597567424643046,0.4113167636171338,0.8114754098360656,0.2165520888418826,0.543204653622422,0.27091485986250663,0.04352194606028556,0.3512956107879429,-0.03945002644103649,0.27112638815441564,0.06790058170280275,0.4805922792173453,0.7054997355896351,0.2873611845584347,0.5549444738233739,0.1634056054997356,0.09338974087784241,0.36398730830248543,0.11385510312004231,0.3508725542041248,0.029931253305129562,0.3444738233738763,0.5210999471179271,0.3734003172924379,0.35267054468535164,0.1064516129032258,0.1891062929666843,0.2903754627181386,0.24008461131676362,0.2242199894235854,0.02908514013749339,0.26515071390798517,0.6719725013220518,0.5304600740349021,0.41168693812797463,0.20909571655208883,0.020518244315177157,0.2398202009518773,0.17958751983077736,0.21623479640401905,0.0733474352194606,0.38122686409307244,0.6273400317292438,0.4453728186144897,0.41988365943945005,0.2608143839238498,-0.05917503966155473,0.1998413537810682,0.12009518773135906,0.05700687466948704,0.20306716023268112,0.4226864093072448,0.5731359069275516,0.41015335801163405,0.4170809095716552,0.21248016922263352,0.05568482284505553,0.1901639344262295,0.1170809095716552,0.1350079323109466,0.024061343204653623,0.46102591221575884,0.8846113167636172,0.5246430460074035,0.5524590163934426,0.2897408778424114,0.22855631940772078,0.4490216816499207,0.08958223162347964,0.4363299841353781,0.06493918561607614,0.4966155473294553,0.7525118984664199,0.376467477525119,0.5786356425171867,0.07461660497091487
F3_alpha_power,0.25230037017451085,0.46319407720782657,0.8368059227921735,0.3911158117398202,0.1433632998413538,0.010364886303543099,0.23987308302485458,0.6071390798519302,0.25806451612903225,0.017080909571655208,0.271602326811211,0.6041776837652036,1.0,0.620888418826018,-0.029666842940243257,-0.025066102591221575,0.36451612903225805,0.6758857747223691,0.4447911158117398,-0.13881544156530937,0.1842411422527763,0.4360655737704918,0.6709148598625067,0.49360126916975144,-0.09820200951877314,-0.1794288736118456,0.19465891062929666,0.40074034902168165,0.37715494447382336,-0.2417239555790587,0.32242199894235857,0.48455843469063986,0.7276573241671074,0.5912215758857747,-0.1807509254362771,-0.03061872025383395,0.3169751454257007,0.5637228979375991,0.5248016922263353,-0.25996827075621365,0.1681121099947118,0.2536753040719196,0.4873611845584347,0.3759386567953464,-0.16409307244843999,0.05076679005817028,0.22808038075092543,0.45542041248016923,0.3939714436805923,-0.14431517715494446,0.06768905341089371,0.34949762030671605,0.7000528820729772,0.3595980962453728,0.027815970386039134,-0.1632469592808038,0.07884717080909572,0.4390269698572184,0.3190904283447911,-0.18228450555261766,0.19175039661554732,0.31956636700158647,0.7214172395557906,0.3559492332099418,-0.0817028027498678,-0.08926493918561608,0.1847699629825489,0.5012691697514543,0.17340031729243785,0.05066102591221576,0.32094130089899525,0.41649920676890534,0.655367530407192,0.32480169222633526,0.11078794288736118,-0.04389212057112639,0.15251189846641988,0.41057641459545213,0.22575356953992595,-0.05134849286092015,0.29682707562136434,0.5619249074563722,0.9376520359598096,0.6029613960867266,-0.14219989423585405,0.010735060814383924,0.21168693812797462,0.6079323109465891,0.48112109994711794,-0.22808038075092543,0.31824431517715496,0.4547858276044421,0.7459545214172395,0.6327868852459017,-0.2662083553675304
F3_beta_power,0.1632469592808038,0.341988365943945,0.6253305129561079,0.794923320994183,-0.2234267583289265,0.015071390798519302,0.19122157588577474,0.4443680592279217,0.5848228450555262,-0.25023796932839765,0.3195134849286092,0.6349021681649921,0.620888418826018,1.0,-0.3722369116869381,0.13585404547858276,0.4061872025383395,0.36657852987837125,0.73204653622422,-0.31745108408249606,0.16144896879957693,0.48244315177154945,0.260655737704918,0.841988365943945,-0.27858276044420943,-0.0031729243786356425,0.29968270756213644,0.19222633527234267,0.598995240613432,-0.32882072977260707,0.33035430988894765,0.5177154944473823,0.39978847170809095,0.757588577472237,-0.26911686938127977,0.11644632469592808,0.33437334743521946,0.302432575356954,0.6144896879957694,-0.30814383923849814,0.20423056583818086,0.2911158117398202,0.327392913802221,0.49264939185616075,-0.18106821787414068,0.16144896879957693,0.23331570597567425,0.3301427815970386,0.489053410893707,-0.2197778952934955,0.08016922263352723,0.33088313061872027,0.35473294553146484,0.6916446324695928,-0.3287149656266526,0.01491274457958752,0.16726599682707563,0.2771020624008461,0.5954521417239556,-0.28186144896879956,0.13786356425171867,0.30481226864093075,0.3563722897937599,0.5638286620835536,-0.17662612374405076,-0.004124801692226335,0.19994711792702274,0.18974087784241142,0.3051295610787943,-0.07107350608143839,0.22263352723426758,0.3425171866737176,0.3425171866737176,0.5606557377049181,-0.1328397673188789,-0.029402432575356956,0.09925965097831835,0.13490216816499206,0.22390269698572185,-0.1757800105764146,0.3122686409307245,0.5530936012691697,0.5374405076679006,0.9171866737176098,-0.4234267583289265,0.14648334214701217,0.2670015864621893,0.3287678476996298,0.5960338445267055,-0.3078265468006346,0.32522474881015334,0.5071919619249075,0.4896351136964569,0.8170809095716552,-0.4084611316763617
F3_theta_beta_ratio,0.17662612374405076,0.2744579587519831,0.014859862506610259,-0.3588577472236912,0.5365943945002644,0.09164463246959281,0.16726599682707563,-0.13289264939185616,-0.3923320994182972,0.4194077207826547,0.34933897408778425,0.42051824431517715,-0.029666842940243257,-0.3722369116869381,1.0,0.12469592808038076,0.2232681121099947,-0.11623479640401904,-0.39550502379693286,0.6442622950819672,0.26240084611316766,0.36414595452141724,-0.0506081438392385,-0.33262823902696986,0.6535695399259651,0.03315705975674246,0.09190904283447911,-0.22686409307244845,-0.34516129032258064,0.48381808566895823,0.197567424643046,0.22548915917503967,-0.15335801163405605,-0.2156002115282919,0.5348492860920148,-0.03976731887890005,0.027128503437334743,-0.22485457429931252,-0.2936541512427287,0.38693812797461663,0.1253305129561079,0.20555261766261237,0.018244315177154944,-0.1331041776837652,0.29629825489159173,0.020624008461131677,0.06694870438921206,-0.10364886303543099,-0.33130618720253835,0.3049709148598625,0.22734003172924377,0.3845584346906399,0.1698572184029614,-0.34896879957694343,0.7004759386567954,0.04034902168164992,0.14378635642517187,-0.05727128503437335,-0.4215230037017451,0.4774193548387097,0.28027498677948176,0.38233738762559494,0.09862506610259122,-0.13654151242728715,0.5199894235854046,-0.08709677419354839,-0.01491274457958752,-0.09048122686409307,-0.32670544685351666,0.3523003701745108,0.18244315177154943,0.1955579058699101,0.013749338974087784,-0.22575356953992595,0.40999471179270225,0.06393442622950819,0.08281332628239027,-0.022051824431517715,-0.13791644632469593,0.23775780010576414,0.206081438392385,0.3685880486515071,-0.04257006874669487,-0.37932310946589104,0.867741935483871,0.13802221047065044,0.27556848228450553,-0.2714436805922792,-0.17424643046007404,0.47139079851930193,0.21322051824431518,0.28217874140666316,-0.143204653622422,-0.2536753040719196,0.5696456901110524
F4_delta_power,0.335695399259651,0.30195663670015865,0.11163405605499735,0.11586462189317821,0.2647276573241671,0.6356425171866738,0.4913802221047065,0.3007403490216817,0.18757271285034374,0.3193548387096774,0.41073506081438393,0.18556319407720784,-0.025066102591221575,0.13585404547858276,0.12469592808038076,1.0,0.6558434690639873,0.25594923320994184,0.26991010047593866,0.48202009518773137,0.36679005817028026,0.3115811739820201,0.054151242728714966,0.23627710206240085,0.16372289793759914,0.6848757271285034,0.49254362771020627,0.2405076679005817,0.2865150713907985,0.2869381279746166,0.34584875727128506,0.21850872554204126,0.07800105764145955,0.18059227921734533,0.10988894764674775,0.7719196192490746,0.5961396086726599,0.20153358011634057,0.34717080909571657,0.3130618720253834,0.4556848228450555,0.48767847699629824,0.29185616076150184,0.19243786356425172,0.27556848228450553,0.7459016393442623,0.6521946060285563,0.38514013749338977,0.21443680592279218,0.44717080909571655,0.21401374933897407,0.2698572184029614,0.21131676361713378,0.2122157588577472,0.02014806980433633,0.7175039661554733,0.6314119513484928,0.4129032258064516,0.31618191433104176,0.4508725542041248,0.30021152829190906,0.39090428344791117,0.26573241671073505,0.2301427815970386,0.2094130089899524,0.6462718138551031,0.5883659439450026,0.3363299841353781,0.27398202009518774,0.4504494976203067,0.3466948704389212,0.23183500793231096,0.20576414595452142,0.23997884717080908,0.08757271285034374,0.7290851401374934,0.6364886303543099,0.44833421470121626,0.379111581173982,0.3574828133262824,0.4763088313061872,0.30158646218931784,0.07218402961396087,0.16869381279746165,0.13722897937599154,0.8425171866737176,0.5473823373876257,0.11322051824431517,0.3647805393971444,0.1891062929666843,0.29085140137493387,0.28619777895293497,0.0659439450026441,0.1720253833950291,0.14812268640930726
F4_theta_power,0.25631940772078265,0.4572184029613961,0.4514013749338974,0.2646218931782126,0.2667900581702803,0.331041776837652,0.5408778424114226,0.561872025383395,0.32189317821258595,0.2278688524590164,0.3267583289264939,0.5533051295610788,0.36451612903225805,0.4061872025383395,0.2232681121099947,0.6558434690639873,1.0,0.6094130089899524,0.5612903225806452,0.4902168164992068,0.26409307244844,0.52760444209413,0.15700687466948704,0.37927022739291383,0.22258064516129034,0.42226335272342674,0.7848228450555261,0.33363299841353783,0.49243786356425173,0.3485986250661026,0.34531993654151244,0.4464304600740349,0.2370174510840825,0.40290851401374933,0.10750925436277102,0.4421470121628768,0.7615547329455314,0.3457958751983078,0.5265468006345849,0.2798519301956637,0.38598625066102593,0.4635642517186674,0.41538868323638284,0.23347435219460602,0.2566367001586462,0.5254362771020624,0.6488630354309889,0.4756213643574828,0.36520359598096247,0.31348492860920146,0.03585404547858276,0.3751454257006875,0.44299312533051294,0.28688524590163933,0.09476467477525119,0.33061872025383393,0.5529349550502379,0.47250132205182444,0.37350608143839237,0.3054997355896351,0.1923320994182972,0.45711263881544156,0.41782125859333685,0.3655737704918033,0.14457958751983077,0.3285034373347435,0.598783712321523,0.40957165520888417,0.29925965097831836,0.42971972501322053,0.3453728186144897,0.3661025912215759,0.36885245901639346,0.3444738233738763,0.1281332628239027,0.4695399259650978,0.618878900052882,0.46964569011105234,0.35605499735589635,0.3088841882601798,0.4066102591221576,0.6762030671602327,0.41538868323638284,0.415811739820201,0.2430988894764675,0.6413008989952406,0.8358540454785828,0.260444209413009,0.5893707033315706,0.2625594923320994,0.3399788471708091,0.5136435748281333,0.291485986250661,0.3965097831835008,0.10608143839238499
F4_alpha_power,0.3239555790586991,0.39132734003172925,0.6001586462189318,0.20544685351665784,0.2068746694870439,0.25769434161819144,0.4384452670544685,0.7612903225806451,0.3199365415124273,0.13384452670544686,0.1427815970386039,0.22522474881015336,0.6758857747223691,0.36657852987837125,-0.11623479640401904,0.25594923320994184,0.6094130089899524,1.0,0.6068746694870439,-0.014436805922792173,0.09693283976731888,0.1884188260179799,0.5517715494447383,0.29222633527234265,-0.13521946060285564,0.11078794288736118,0.48878900052882074,0.6778424114225278,0.5473294553146484,-0.07678476996298254,0.20190375462718138,0.2579587519830777,0.6243786356425172,0.40629296668429404,-0.19534637757800105,0.21861448968799577,0.5545214172395558,0.7360126916975145,0.6452670544685352,-0.09957694341618191,0.17694341618191434,0.15351665785298785,0.4037546271813855,0.22538339502908514,-0.0506081438392385,0.2648863035430989,0.43812797461660496,0.5980433632998413,0.4857747223691169,0.0331041776837652,-0.0790058170280275,0.07662612374405077,0.5191433104177684,0.23278688524590163,-0.09894235854045479,0.006398730830248546,0.22755156002115282,0.6589635113696457,0.41840296139608674,-0.10639873083024855,0.012850343733474353,0.12115282919090428,0.5808038075092543,0.32051824431517717,-0.21618191433104178,0.1787414066631412,0.41649920676890534,0.7465891062929667,0.35658381808566897,0.14796404019037546,0.23527234267583289,0.2158646218931782,0.5262823902696986,0.23802221047065045,0.016816499206768906,0.19640401903754628,0.42199894235854046,0.6706504494976203,0.38080380750925436,0.08836594394500265,0.2733474352194606,0.3337387625594923,0.7204124801692227,0.42887361184558437,-0.16816499206768906,0.2684822845055526,0.4151771549444738,0.709941829719725,0.5749867794817557,-0.15097831835007933,0.16287678476996298,0.22051824431517716,0.601216287678477,0.40613432046536224,-0.22485457429931252
F4_beta_power,0.15309360126916974,0.2484399788471708,0.5157588577472237,0.6030142781597039,-0.1641988365943945,0.10460074034902168,0.291274457958752,0.6205182443151771,0.7016922263352724,-0.2583818085668958,0.23104177683765204,0.34262295081967215,0.4447911158117398,0.73204653622422,-0.39550502379693286,0.26991010047593866,0.5612903225806452,0.6068746694870439,1.0,-0.39000528820729774,0.14891591750396616,0.27276573241671076,0.23437334743521945,0.5732416710735061,-0.22067689053410894,0.2737176097303014,0.5398730830248546,0.4607086197778953,0.8707562136435748,-0.33246959280803806,0.2855631940772078,0.3159175039661555,0.3457429931253305,0.562083553675304,-0.26118455843469063,0.23410893707033315,0.4284505552617663,0.4454785827604442,0.7749338974087784,-0.3371760973030143,0.2106292966684294,0.15721840296139608,0.2870967741935484,0.34569011105235325,-0.13516657852987837,0.2167107350608144,0.27588577472236914,0.3818614489687996,0.6701216287678478,-0.2846113167636171,0.011898466419883659,0.1464304600740349,0.31443680592279216,0.5529349550502379,-0.40290851401374933,0.10438921205711264,0.23548387096774193,0.41602326811211,0.7483342147012163,-0.3415653093601269,0.0866737176097303,0.14680063458487572,0.349286092014807,0.46308831306187204,-0.2117398202009519,0.17398202009518773,0.3887890005288207,0.4282919090428345,0.5872554204124801,-0.14590163934426228,0.21824431517715495,0.18566895822316234,0.3216287678476996,0.5437863564251718,-0.240772078265468,0.03749338974087784,0.2041776837652036,0.3285034373347435,0.501427815970386,-0.28149127445795874,0.26901110523532523,0.3540454785827604,0.419672131147541,0.7859333685880486,-0.46467477525118983,0.3173982020095188,0.37852987837123214,0.47731359069275514,0.7991538868323639,-0.35224748810153356,0.2966684294024326,0.33305129561078795,0.39481755684822845,0.6431517715494447,-0.3632469592808038
F4_theta_beta_ratio,0.11998942358540454,0.21136964569011105,-0.08164992067689053,-0.31745108408249606,0.45081967213114754,0.3017451084082496,0.2993654151242729,-0.028820729772607086,-0.35393971443680594,0.5672659968270756,0.1083553675304072,0.20597567424643046,-0.13881544156530937,-0.31745108408249606,0.6442622950819672,0.48202009518773137,0.4902168164992068,-0.014436805922792173,-0.39000528820729774,1.0,0.18699101004759386,0.279111581173982,-0.0967741935483871,-0.19185616076150186,0.4661025912215759,0.27763088313061873,0.3406663141195135,-0.08709677419354839,-0.29740877842411423,0.7115282919090429,0.14098360655737704,0.1757800105764146,-0.12231623479640402,-0.14389212057112638,0.4290851401374934,0.2740877842411423,0.38514013749338977,-0.09079851930195663,-0.2217874140666314,0.6913273400317292,0.25230037017451085,0.36763617133791643,0.1738762559492332,-0.0562665256478054,0.4466948704389212,0.3600211528291909,0.43527234267583287,0.10253833950290851,-0.24606028556319406,0.6645161290322581,0.02622950819672131,0.21739820200951876,0.0857218402961396,-0.2465362242199894,0.4796404019037546,0.35579058699101007,0.4426229508196721,0.11840296139608672,-0.27678476996298257,0.7161290322580646,0.19767318878900053,0.3817028027498678,0.10200951877313591,-0.01850872554204125,0.4054468535166579,0.2519830777366473,0.2994182971972501,-0.004600740349021682,-0.22765732416710735,0.6216287678476996,0.11686938127974617,0.16747752511898467,0.048016922263352725,-0.12152300370174511,0.29751454257006876,0.4874669487043892,0.44500264410364887,0.11734531993654151,-0.09687995769434161,0.6047065044949762,0.1471179270227393,0.29296668429402434,-0.07630883130618721,-0.3363828662083554,0.7337387625594923,0.44828133262823905,0.525965097831835,-0.20666314119513485,-0.1417239555790587,0.6399259650978318,0.10978318350079323,0.2217874140666314,-0.12321523003701745,-0.2378106821787414,0.5116869381279746
C3_delta_power,0.6197250132205182,0.4978847170809096,0.3032258064516129,0.12585933368588048,0.3948704389212057,0.32966684294024323,0.26282390269698575,0.13865679534637756,0.027234267583289264,0.3170280274986779,0.7160761501850873,0.4113167636171338,0.1842411422527763,0.16144896879957693,0.26240084611316766,0.36679005817028026,0.26409307244844,0.09693283976731888,0.14891591750396616,0.18699101004759386,1.0,0.6159703860391328,0.16975145425700688,0.25780010576414597,0.36007403490216816,0.39270227392913803,0.12258064516129032,-0.05076679005817028,0.19587519830777367,-0.07741935483870968,0.728820729772607,0.45700687466948703,0.04965626652564781,0.2638815441565309,0.2056583818085669,0.3608143839238498,0.23897408778424115,0.03574828133262824,0.33019566367001585,-0.029931253305129562,0.6401374933897409,0.4953992596509783,0.2792173453199365,0.26039132734003173,0.19069275515600212,0.4076679005817028,0.30343733474352197,0.1387625594923321,0.15023796932839767,0.1835536753040719,0.5107350608143839,0.4587519830777366,0.37006874669487044,0.20274986779481755,0.13717609730301428,0.212374405076679,0.21824431517715495,0.1074034902168165,0.1518244315177155,0.09984135378106822,0.6061872025383395,0.5273929138022211,0.31554732945531466,0.22966684294024325,0.38968799576943414,0.1609730301427816,0.2084611316763617,0.13236382866208354,0.11380222104706504,0.18106821787414068,0.6484399788471709,0.48974087784241144,0.32252776308831305,0.36213643574828136,0.22501322051824432,0.3380750925436277,0.3115811739820201,0.2815970386039133,0.2511369645690111,0.15790586991010047,0.7243786356425171,0.44849286092014806,0.17540983606557378,0.19994711792702274,0.2846641988365944,0.3843997884717081,0.15695399259650977,0.08069804336329985,0.36546800634584875,-0.16171337916446324,0.7277102062400846,0.5068217874140666,0.12104706504494976,0.2696456901110523,0.21448968799576942
C3_theta_power,0.43601269169751455,0.6064516129032258,0.518455843469064,0.4629825489159175,0.2108937070333157,0.26953992596509785,0.40396615547329456,0.317239555790587,0.2940772078265468,0.1437334743521946,0.5132205182443151,0.8114754098360656,0.4360655737704918,0.48244315177154945,0.36414595452141724,0.3115811739820201,0.52760444209413,0.1884188260179799,0.27276573241671076,0.279111581173982,0.6159703860391328,1.0,0.18831306187202537,0.4388683236382866,0.5314119513484928,0.18408249603384452,0.4015864621893178,-0.07837123215230037,0.19360126916975146,0.17879428873611847,0.5334214701216288,0.7663141195134849,0.2110523532522475,0.4439978847170809,0.3405076679005817,0.312374405076679,0.4935483870967742,0.05584346906398731,0.33923849814912743,0.1775251189846642,0.4718667371760973,0.6141723955579058,0.36240084611316764,0.24219989423585406,0.29524061343204655,0.4015864621893178,0.4217874140666314,0.2150713907985193,0.1304071919619249,0.2472236911686938,0.3079851930195664,0.7239026969857218,0.5706504494976203,0.42686409307244844,0.22628239026969857,0.1363299841353781,0.37466948704389214,0.2372818614489688,0.18471708090957165,0.2671602326811211,0.42184029613960866,0.6858276044420941,0.3990481226864093,0.3586991010047594,0.4053939714436806,0.05018508725542041,0.29508196721311475,0.13093601269169752,0.03960867265996827,0.34246430460074034,0.49471179270227394,0.6450555261766261,0.44219989423585404,0.4378635642517187,0.2790586991010048,0.31692226335272344,0.3741935483870968,0.2056583818085669,0.16335272342675833,0.24970914859862506,0.526969857218403,0.8006874669487044,0.39825489159175037,0.44680063458487573,0.33860391327340034,0.3769962982548916,0.5443680592279218,0.11491274457958751,0.36599682707562137,0.21337916446324695,0.5430988894764675,0.8006345848757271,0.292702273929138,0.45425700687466947,0.27033315705975675
C3_alpha_power,0.27006874669487047,0.24579587519830778,0.49360126916975144,0.12363828662083554,0.1466948704389212,0.06493918561607614,0.10475938656795346,0.32268640930724485,0.07678476996298254,0.06393442622950819,0.21840296139608673,0.2165520888418826,0.6709148598625067,0.260655737704918,-0.0506081438392385,0.054151242728714966,0.15700687466948704,0.5517715494447383,0.23437334743521945,-0.0967741935483871,0.16975145425700688,0.18831306187202537,1.0,0.2694341618191433,-0.19153886832363828,-0.19624537281861448,0.000898995240613432,0.7129032258064516,0.21052353252247488,-0.2695928080380751,0.14759386567953464,0.21829719725013222,0.7884188260179799,0.3093072448439979,-0.15933368588048652,-0.0641988365943945,0.1347435219460603,0.6516129032258065,0.30274986779481755,-0.20100475938656795,0.09529349550502379,0.14500264410364885,0.3391327340031729,0.1577472236911687,-0.0745637228979376,-0.007667900581702803,0.117239555790587,0.3615018508725542,0.23987308302485458,-0.10486515071390798,0.15520888418826018,0.14542570068746694,0.4684822845055526,0.12305658381808567,0.041089370703331574,-0.14362771020624007,-0.10898995240613432,0.2664727657324167,0.06583818085668958,-0.16234796404019036,0.21565309360126916,0.12162876784769963,0.6086726599682708,0.2178741406663141,-0.15388683236382866,-0.09312533051295611,0.018085668958223163,0.531253305129561,0.10507667900581703,-0.06107879428873612,0.1755156002115283,0.09751454257006875,0.4328397673188789,0.14717080909571656,-0.052670544685351664,-0.06404019037546271,0.04368059227921735,0.3438392384981491,0.06181914331041777,-0.0005817028027498678,0.25552617662612376,0.22390269698572185,0.6453199365415124,0.27948175568482286,-0.1300370174510841,0.08450555261766261,0.09270227392913802,0.7527234267583289,0.2923320994182972,-0.18212585933368589,0.25647805393971446,0.25647805393971446,0.7351665785298783,0.34299312533051296,-0.20698043363299842
C3_beta_power,0.26240084611316766,0.37445795875198307,0.5822845055526177,0.6309360126916975,-0.09545214172395558,0.06615547329455315,0.18339502908514013,0.386620835536753,0.44664198836594393,-0.144420941300899,0.36969857218402963,0.543204653622422,0.49360126916975144,0.841988365943945,-0.33262823902696986,0.23627710206240085,0.37927022739291383,0.29222633527234265,0.5732416710735061,-0.19185616076150186,0.25780010576414597,0.4388683236382866,0.2694341618191433,1.0,-0.4328926493918562,-0.028820729772607086,0.11909042834479111,0.13125330512956107,0.5384452670544685,-0.4340031729243786,0.33828662083553673,0.42226335272342674,0.38921205711263884,0.8583818085668958,-0.44103648863035433,0.13363299841353782,0.21919619249074565,0.24933897408778424,0.608937070333157,-0.39767318878900054,0.348281332628239,0.41205711263881545,0.3654151242728715,0.6643574828133263,-0.20074034902168164,0.18350079323109467,0.19069275515600212,0.24854574299312532,0.3886832363828662,-0.17905869910100475,0.2422527763088313,0.3816499206768905,0.3303014278159704,0.6583289264939186,-0.264304600740349,0.11147540983606558,0.14933897408778424,0.1866737176097303,0.5112638815441566,-0.24257006874669487,0.2535695399259651,0.34865150713907983,0.3030142781597039,0.6062400846113167,-0.16361713379164464,0.06208355367530407,0.1560021152829191,0.1453728186144897,0.24209413008989952,0.004494976203067161,0.2807509254362771,0.33744050766790057,0.3335272342675833,0.5629296668429402,-0.15050237969328398,0.011422527763088313,0.07530407191961926,0.10343733474352194,0.13167636171337915,-0.13262823902696985,0.40021152829190904,0.5307244843997885,0.48228450555261765,0.7737176097303015,-0.3438921205711264,0.20988894764674776,0.15737704918032788,0.19101004759386567,0.5996298254891592,-0.39725013220518246,0.37625594923320993,0.43833950290851403,0.4538339502908514,0.8475409836065574,-0.5363299841353781
C3_theta_beta_ratio,0.18699101004759386,0.21909042834479112,-0.053569539925965096,-0.11856160761501851,0.30100475938656795,0.1508725542041248,0.21121099947117927,-0.0807509254362771,-0.1207297726070862,0.24833421470121628,0.18376520359598097,0.27091485986250663,-0.09820200951877314,-0.27858276044420943,0.6535695399259651,0.16372289793759914,0.22258064516129034,-0.13521946060285564,-0.22067689053410894,0.4661025912215759,0.36007403490216816,0.5314119513484928,-0.19153886832363828,-0.4328926493918562,1.0,0.21850872554204126,0.32014806980433635,-0.2659968270756214,-0.2983606557377049,0.6248545742993126,0.24140666314119513,0.34182971972501325,-0.2582760444209413,-0.32982548915917503,0.7773135906927552,0.1681121099947118,0.2627181385510312,-0.2878900052882073,-0.23088313061872026,0.5299841353781068,0.1857218402961396,0.2301427815970386,-0.01877313590692755,-0.3236911686938128,0.49048122686409307,0.2553146483342147,0.26710735060814383,-0.05441565309360127,-0.2270756213643575,0.4250661025912216,0.1068746694870439,0.3352723426758329,0.19264939185616076,-0.21829719725013222,0.49063987308302487,0.09888947646747752,0.2619249074563723,0.013907985193019567,-0.2681121099947118,0.47731359069275514,0.21041776837652035,0.3657324167107351,0.025700687466948705,-0.20248545742993126,0.6024854574299312,0.06446324695928081,0.19201480698043363,-0.07234267583289265,-0.13120042305658383,0.361660497091486,0.2951877313590693,0.35933368588048653,0.06774193548387097,-0.114806980433633,0.5129561078794289,0.2891062929666843,0.3143310417768376,0.07662612374405077,0.03770491803278689,0.4113167636171338,0.17794817556848228,0.28778424114225276,-0.10586991010047594,-0.2565309360126917,0.6631411951348493,0.15621364357482814,0.41163405605499737,-0.22480169222633528,-0.20650449497620307,0.6080380750925436,0.15991538868323638,0.34854574299312535,-0.25388683236382864,-0.31597038603913274,0.8025383395029085
