,Fp1_delta_power,Fp1_theta_power,Fp1_alpha_power,Fp1_beta_power,Fp1_theta_beta_ratio,Fp2_delta_power,Fp2_theta_power,Fp2_alpha_power,Fp2_beta_power,Fp2_theta_beta_ratio,F3_delta_power,F3_theta_power,F3_alpha_power,F3_beta_power,F3_theta_beta_ratio,F4_delta_power,F4_theta_power,F4_alpha_power,F4_beta_power,F4_theta_beta_ratio,C3_delta_power,C3_theta_power,C3_alpha_power,C3_beta_power,C3_theta_beta_ratio,C4_delta_power,C4_theta_power,C4_alpha_power,C4_beta_power,C4_theta_beta_ratio,P3_delta_power,P3_theta_power,P3_alpha_power,P3_beta_power,P3_theta_beta_ratio,P4_delta_power,P4_theta_power,P4_alpha_power,P4_beta_power,P4_theta_beta_ratio,O1_delta_power,O1_theta_power,O1_alpha_power,O1_beta_power,O1_theta_beta_ratio,O2_delta_power,O2_theta_power,O2_alpha_power,O2_beta_power,O2_theta_beta_ratio,F7_delta_power,F7_theta_power,F7_alpha_power,F7_beta_power,F7_theta_beta_ratio,F8_delta_power,F8_theta_power,F8_alpha_power,F8_beta_power,F8_theta_beta_ratio,T7_delta_power,T7_theta_power,T7_alpha_power,T7_beta_power,T7_theta_beta_ratio,T8_delta_power,T8_theta_power,T8_alpha_power,T8_beta_power,T8_theta_beta_ratio,P7_delta_power,P7_theta_power,P7_alpha_power,P7_beta_power,P7_theta_beta_ratio,P8_delta_power,P8_theta_power,P8_alpha_power,P8_beta_power,P8_theta_beta_ratio,Fz_delta_power,Fz_theta_power,Fz_alpha_power,Fz_beta_power,Fz_theta_beta_ratio,Cz_delta_power,Cz_theta_power,Cz_alpha_power,Cz_beta_power,Cz_theta_beta_ratio,Pz_delta_power,Pz_theta_power,Pz_alpha_power,Pz_beta_power,Pz_theta_beta_ratio
C4_delta_power,0.14600740349021682,0.08202009518773136,-0.05452141723955579,0.0449497620306716,0.0858804865150714,0.4562665256478054,0.2802221047065045,0.20999471179270227,0.18350079323109467,0.1853516657852988,0.3145425700687467,0.04352194606028556,-0.1794288736118456,-0.0031729243786356425,0.03315705975674246,0.6848757271285034,0.42226335272342674,0.11078794288736118,0.2737176097303014,0.27763088313061873,0.39270227392913803,0.18408249603384452,-0.19624537281861448,-0.028820729772607086,0.21850872554204126,1.0,0.5772607086197779,0.06351136964569011,0.3103120042305658,0.3,0.34029613960867267,0.1261237440507668,-0.14045478582760446,-0.06404019037546271,0.24569011105235325,0.7148598625066103,0.5413008989952406,0.07123215230037018,0.19576943416181913,0.3977260708619778,0.5057641459545215,0.44431517715494445,0.25928080380750923,0.0251718667371761,0.3874669487043892,0.6571655208884188,0.5674246430460074,0.2606028556319408,0.23373876255949233,0.4074034902168165,0.17234267583289264,0.17419354838709677,0.08873611845584346,0.22120571126388155,-0.1333685880486515,0.6336858804865151,0.551718667371761,0.32998413537810684,0.3950819672131147,0.2765732416710735,0.27821258593336856,0.2962453728186145,0.15933368588048652,0.09370703331570597,0.24394500264410365,0.6486515071390798,0.6309888947646748,0.2983606557377049,0.3998413537810682,0.2751983077736647,0.33532522474881016,0.23278688524590163,0.20396615547329455,0.36277102062400846,-0.008408249603384453,0.5545742993125331,0.48376520359598096,0.26478053939714435,0.4461131676361713,0.16287678476996298,0.36758328926493916,0.10898995240613432,-0.1212585933368588,0.0822316234796404,0.04167107350608144,0.7157588577472237,0.3877842411422528,0.030195663670015863,0.2454785827604442,0.14219989423585405,0.32051824431517717,0.18778424114225278,-0.11136964569011105,-0.06927551560021153,0.2957165520888419
C4_theta_power,0.10867265996827076,0.2685351665785299,0.28413537810682177,0.3170280274986779,0.059598096245372816,0.2696456901110523,0.43104177683765205,0.4800634584875727,0.3573241671073506,0.12469592808038076,0.13765203595980963,0.3512956107879429,0.19465891062929666,0.29968270756213644,0.09190904283447911,0.49254362771020627,0.7848228450555261,0.48878900052882074,0.5398730830248546,0.3406663141195135,0.12258064516129032,0.4015864621893178,0.000898995240613432,0.11909042834479111,0.32014806980433635,0.5772607086197779,1.0,0.3414595452141724,0.5379693283976732,0.4821787414066631,0.20401903754627182,0.3877842411422528,0.09312533051295611,0.16372289793759914,0.32147012162876787,0.45965097831835006,0.8125330512956108,0.24473823373876255,0.38942358540454786,0.4547329455314648,0.2817556848228451,0.3630354309888948,0.32400846113167636,0.03368588048651507,0.3847699629825489,0.5042834479111581,0.660655737704918,0.39074563722897937,0.3847699629825489,0.33495505023796934,-0.20211528291909042,0.1399788471708091,0.23342147012162875,0.22712850343733473,-0.0873611845584347,0.27662612374405077,0.48260179799048125,0.39825489159175037,0.3527763088313062,0.22337387625594923,0.054785827604442096,0.3013220518244315,0.25473294553146486,0.26092014806980435,0.1239555790586991,0.4042834479111581,0.7183500793231095,0.4194606028556319,0.40460074034902166,0.35473294553146484,0.21031200423056584,0.27572712850343734,0.30602855631940773,0.33733474352194603,0.05716552088841883,0.43950290851401375,0.5907985193019566,0.37139079851930196,0.37154944473823376,0.2979904812268641,0.22104706504494975,0.44352194606028555,0.23506081438392384,0.3891062929666843,0.08381808566895822,0.58011634056055,0.8187202538339503,0.20507667900581703,0.4090957165520888,0.398783712321523,0.18059227921734533,0.4333685880486515,0.11898466419883659,0.14870438921205711,0.3249074563722898
C4_alpha_power,0.13035430988894764,0.0224748810153358,0.2472236911686938,0.113590692755156,-0.012533051295610787,0.13574828133262823,0.13707033315705977,0.4100475938656795,0.22644103648863034,-0.010470650449497621,-0.007932310946589107,-0.03945002644103649,0.40074034902168165,0.19222633527234267,-0.22686409307244845,0.2405076679005817,0.33363299841353783,0.6778424114225278,0.4607086197778953,-0.08709677419354839,-0.05076679005817028,-0.07837123215230037,0.7129032258064516,0.13125330512956107,-0.2659968270756214,0.06351136964569011,0.3414595452141724,1.0,0.5211528291909043,-0.17763088313061873,-0.008725542041248016,0.03955579058699101,0.6147012162876785,0.17678476996298254,-0.16398730830248545,0.15282919090428346,0.31887890005288205,0.7162876784769963,0.4272871496562665,-0.11517715494447382,0.02242199894235854,-0.022051824431517715,0.21269169751454256,0.0051824431517715494,-0.025806451612903226,0.14383923849814914,0.2692755156002115,0.44674775251189847,0.3799576943416182,-0.03368588048651507,-0.07117927022739291,-0.10613432046536224,0.25943945002644103,0.08413537810682178,-0.16626123744050766,-0.0025912215758857747,0.03654151242728715,0.3891591750396616,0.23199365415124273,-0.13643574828133262,-0.03733474352194606,-0.08524590163934426,0.4025912215758858,0.22480169222633528,-0.3313590692755156,0.14114225277630882,0.29428873611845585,0.6645690111052354,0.3292966684294024,-0.017556848228450557,0.013537810682178741,-0.10475938656795346,0.28947646747752515,0.08820729772607086,-0.18857747223691168,0.08006345848757271,0.24045478582760443,0.5188260179799048,0.2648334214701216,0.0018508725542041248,0.08767847699629826,0.017768376520359598,0.4094658910629297,0.261660497091486,-0.3047593865679535,0.2670015864621893,0.2717609730301428,0.7696985721840296,0.3955579058699101,-0.10412480169222633,0.05906927551560021,0.06282390269698572,0.56795346377578,0.2313590692755156,-0.20661025912215758
C4_beta_power,0.13157059756742465,0.1974616604970915,0.4267583289264939,0.44658910629296666,-0.09365415124272872,0.10364886303543099,0.20893707033315706,0.5197250132205182,0.5428873611845584,-0.1617662612374405,0.22014806980433632,0.27112638815441564,0.37715494447382336,0.598995240613432,-0.34516129032258064,0.2865150713907985,0.49243786356425173,0.5473294553146484,0.8707562136435748,-0.29740877842411423,0.19587519830777367,0.19360126916975146,0.21052353252247488,0.5384452670544685,-0.2983606557377049,0.3103120042305658,0.5379693283976732,0.5211528291909043,1.0,-0.44865150713907986,0.2846641988365944,0.2769434161819143,0.344420941300899,0.5710735060814384,-0.3258064516129032,0.27741935483870966,0.43802221047065043,0.41110523532522475,0.803437334743522,-0.3566895822316235,0.2488630354309889,0.18974087784241142,0.31538868323638286,0.39635113696456903,-0.13696456901110524,0.18635642517186674,0.27186673717609733,0.3396615547329455,0.6991010047593865,-0.27572712850343734,-0.014595452141723956,0.06335272342675832,0.24230565838180856,0.4823902696985722,-0.4026969857218403,0.15838180856689582,0.19814912744579588,0.3582760444209413,0.6608672659968271,-0.2959809624537282,0.046641988365943944,0.09640401903754627,0.29910100475938656,0.48323638286620835,-0.27932310946589106,0.2613960867265997,0.4608143839238498,0.47625594923320996,0.5895293495505024,-0.08931782125859333,0.1893707033315706,0.1293495505023797,0.32670544685351666,0.5398202009518773,-0.29471179270227393,0.09867794817556848,0.24463246959280804,0.37852987837123214,0.5191433104177684,-0.24664198836594395,0.21084082496033846,0.2725013220518244,0.3609201480698043,0.6892120571126388,-0.4388154415653094,0.3726599682707562,0.33114754098360655,0.4248016922263353,0.813802221047065,-0.40920148069804335,0.30581702802749866,0.29873083024854574,0.3540983606557377,0.618244315177155,-0.3828133262823903
C4_theta_beta_ratio,0.013273400317292438,0.09159175039661555,-0.17620306716023268,-0.18376520359598097,0.22950819672131148,0.19873083024854574,0.2675304071919619,-0.029455314648334216,-0.2212585933368588,0.3430460074034902,-0.04928609201480698,0.06790058170280275,-0.2417239555790587,-0.32882072977260707,0.48381808566895823,0.2869381279746166,0.3485986250661026,-0.07678476996298254,-0.33246959280803806,0.7115282919090429,-0.07741935483870968,0.17879428873611847,-0.2695928080380751,-0.4340031729243786,0.6248545742993126,0.3,0.4821787414066631,-0.17763088313061873,-0.44865150713907986,1.0,-0.06573241671073506,0.08741406663141195,-0.2875198307773665,-0.41554732945531464,0.6539925965097831,0.22712850343733473,0.39185616076150187,-0.18307773664727658,-0.398572184029614,0.8531993654151243,0.041935483870967745,0.1560021152829191,-0.024907456372289794,-0.38064516129032255,0.5378635642517187,0.3586462189317821,0.42469592808038076,0.041353781068217875,-0.3140137493389741,0.6571655208884188,-0.1670544685351666,0.0857218402961396,-0.040719196192490745,-0.3199365415124273,0.37329455314648335,0.17255420412480169,0.3350079323109466,0.023585404547858277,-0.3488630354309889,0.606292966684294,-0.006768905341089371,0.185193019566367,-0.08730830248545743,-0.25118984664198835,0.4079851930195664,0.16277102062400847,0.27948175568482286,-0.07641459545214173,-0.22998413537810683,0.518244315177155,0.0026441036488630354,0.10544685351665785,-0.08212585933368588,-0.27244843997884716,0.381544156530936,0.3676890534108937,0.37694341618191435,0.020253833950290852,-0.15177154944473822,0.6043892120571126,0.040137493389740875,0.17091485986250662,-0.195134849286092,-0.3372818614489688,0.5676361713379164,0.23987308302485458,0.5237969328397674,-0.25552617662612376,-0.393707033315706,0.8528820729772607,-0.11940772078265469,0.12067689053410893,-0.27546271813855105,-0.4769434161819143,0.7263352723426758
P3_delta_power,0.45293495505023795,0.45351665785298784,0.4098360655737705,0.25023796932839765,0.2893707033315706,0.21792702273929138,0.26784769962982546,0.24325753569539926,0.1534108937070333,0.1982548915917504,0.6673717609730302,0.4805922792173453,0.32242199894235857,0.33035430988894765,0.197567424643046,0.34584875727128506,0.34531993654151244,0.20190375462718138,0.2855631940772078,0.14098360655737704,0.728820729772607,0.5334214701216288,0.14759386567953464,0.33828662083553673,0.24140666314119513,0.34029613960867267,0.20401903754627182,-0.008725542041248016,0.2846641988365944,-0.06573241671073506,1.0,0.717451084082496,0.21311475409836064,0.46308831306187204,0.2658381808566896,0.28757271285034375,0.30586991010047593,0.12686409307244845,0.4668429402432575,-0.10428344791115812,0.8073506081438392,0.5853516657852987,0.41649920676890534,0.4472765732416711,0.12686409307244845,0.418667371760973,0.3563722897937599,0.25631940772078265,0.2658381808566896,0.13061872025383395,0.3756742464304601,0.4372818614489688,0.43907985193019566,0.31808566895822316,0.0195134849286092,0.12511898466419882,0.21607615018508725,0.2525647805393971,0.3463246959280804,-0.03865679534637758,0.708937070333157,0.69613960867266,0.5088313061872025,0.3017451084082496,0.4785298783712322,0.12564780539397144,0.20973030142781596,0.20111052353252248,0.17593865679534637,0.12353252247488102,0.770597567424643,0.6181385510312004,0.4294553146483342,0.3606028556319408,0.3561607615018509,0.28551031200423055,0.2840824960338445,0.2725013220518244,0.2644632469592808,0.03294553146483342,0.7109465891062929,0.4616076150185087,0.2588048651507139,0.3264939185616076,0.17689053410893707,0.37810682178741406,0.24219989423585406,0.14257006874669487,0.48376520359598096,-0.19910100475938658,0.8507667900581702,0.641776837652036,0.20719196192490746,0.45600211528291906,0.14992067689053412
P3_theta_power,0.2988365943945003,0.5021681649920677,0.4907985193019566,0.4487572712850344,0.14331041776837652,0.15378106821787413,0.3121099947117927,0.26953992596509785,0.21718667371760972,0.12210470650449498,0.4666314119513485,0.7054997355896351,0.48455843469063986,0.5177154944473823,0.22548915917503967,0.21850872554204126,0.4464304600740349,0.2579587519830777,0.3159175039661555,0.1757800105764146,0.45700687466948703,0.7663141195134849,0.21829719725013222,0.42226335272342674,0.34182971972501325,0.1261237440507668,0.3877842411422528,0.03955579058699101,0.2769434161819143,0.08741406663141195,0.717451084082496,1.0,0.36615547329455317,0.5852459016393443,0.4522474881015336,0.2002644103648863,0.4951877313590693,0.14294024325753568,0.4353781068217874,0.10925436277102063,0.5498677948175569,0.652723426758329,0.3704918032786885,0.3538339502908514,0.23199365415124273,0.33056583818085666,0.4221575885774722,0.24997355896351137,0.23696456901110524,0.2094130089899524,0.16129032258064516,0.5436805922792174,0.45240613432046534,0.3887890005288207,0.07213114754098361,0.026599682707562137,0.28164992067689054,0.34759386567953465,0.3304600740349022,0.05536753040719196,0.428397673188789,0.7066631411951348,0.5153358011634056,0.4175039661554733,0.3730830248545743,0.0051824431517715494,0.2607086197778953,0.23786356425171867,0.14531993654151243,0.1629825489159175,0.5647276573241671,0.7144896879957694,0.5084611316763618,0.4241142252776309,0.3799576943416182,0.2520888418826018,0.30396615547329453,0.18868323638286622,0.15901639344262294,0.1182971972501322,0.4739291380222105,0.6506610259122158,0.37556848228450557,0.48175568482284503,0.16980433632998412,0.3377049180327869,0.49492332099418296,0.2157588577472237,0.42776308831306187,0.08503437334743522,0.6260179799048122,0.904653622421999,0.3436805922792173,0.5645161290322581,0.27324167107350605
P3_alpha_power,0.2122157588577472,0.2779481755684823,0.5589635113696457,0.23844526705446853,0.05906927551560021,0.02845055526176626,0.10867265996827076,0.41623479640401906,0.1500793231094659,-0.023638286620835537,0.15817028027498678,0.2873611845584347,0.7276573241671074,0.39978847170809095,-0.15335801163405605,0.07800105764145955,0.2370174510840825,0.6243786356425172,0.3457429931253305,-0.12231623479640402,0.04965626652564781,0.2110523532522475,0.7884188260179799,0.38921205711263884,-0.2582760444209413,-0.14045478582760446,0.09312533051295611,0.6147012162876785,0.344420941300899,-0.2875198307773665,0.21311475409836064,0.36615547329455317,1.0,0.49508196721311476,-0.2034902168164992,0.0012162876784769963,0.27932310946589106,0.7959280803807509,0.4856160761501851,-0.20946589106292968,0.2125330512956108,0.3134320465362242,0.5659968270756214,0.3547858276044421,-0.07546271813855103,0.07985193019566367,0.2788471708090957,0.5732945531464834,0.4181385510312004,-0.06737176097303015,0.0343204653622422,0.15727128503437335,0.5111052353252248,0.20497091485986252,-0.03691168693812798,-0.16425171866737176,-0.06858804865150714,0.3981491274457959,0.23046007403490218,-0.281332628239027,0.15367530407191962,0.18286620835536754,0.7131147540983607,0.2811739820200952,-0.1561078794288736,0.05806451612903226,0.17191961924907456,0.6048122686409307,0.1377049180327869,0.04420941300898995,0.3095187731359069,0.3104706504494976,0.6438392384981492,0.30031729243786354,-0.009571655208884188,0.03051295610787943,0.17086197778952936,0.4428344791115812,0.20333157059756743,-0.046536224219989424,0.20544685351665784,0.2647276573241671,0.7210470650449498,0.4315177154944474,-0.27625594923320995,0.06657852987837123,0.1061872025383395,0.7376520359598097,0.45943945002644104,-0.281544156530936,0.20047593865679533,0.3026969857218403,0.8610787942887361,0.5265468006345849,-0.29613960867266
P3_beta_power,0.24235854045478583,0.4423056583818086,0.6457958751983077,0.5595452141723956,0.019090428344791115,0.08524590163934426,0.24114225277630882,0.44812268640930725,0.41930195663670017,-0.07578001057641459,0.34167107350608145,0.5549444738233739,0.5912215758857747,0.757588577472237,-0.2156002115282919,0.18059227921734533,0.40290851401374933,0.40629296668429404,0.562083553675304,-0.14389212057112638,0.2638815441565309,0.4439978847170809,0.3093072448439979,0.8583818085668958,-0.32982548915917503,-0.06404019037546271,0.16372289793759914,0.17678476996298254,0.5710735060814384,-0.41554732945531464,0.46308831306187204,0.5852459016393443,0.49508196721311476,1.0,-0.3921734531993654,0.11126388154415653,0.3016922263352723,0.32903225806451614,0.7184029613960867,-0.3849286092014807,0.3237440507667901,0.39978847170809095,0.3870967741935484,0.754362771020624,-0.32157588577472235,0.15388683236382866,0.22728714965626653,0.29238498149127445,0.446853516657853,-0.15780010576414596,0.1343204653622422,0.35224748810153356,0.4253833950290851,0.5631940772078265,-0.22305658381808566,0.030301427815970387,0.1390269698572184,0.30290851401374935,0.5216287678476996,-0.22702273929138023,0.27546271813855105,0.4007932310946589,0.46652564780539396,0.6126388154415653,-0.11575885774722369,-0.01787414066631412,0.18133262823902696,0.27392913802221047,0.3080380750925436,-0.013643574828133264,0.3901639344262295,0.4433632998413538,0.4693283976731888,0.6347435219460603,-0.11295610787942888,0.05314648334214701,0.1523532522474881,0.25013220518244317,0.27784241142252775,-0.15626652564780538,0.3726599682707562,0.5540983606557377,0.5436805922792174,0.7312004230565838,-0.2618191433104178,0.18265468006345847,0.17842411422527762,0.2721311475409836,0.6473294553146484,-0.4056583818085669,0.42485457429931256,0.5004230565838181,0.5020095187731359,0.9070861977789529,-0.49629825489159174
P3_theta_beta_ratio,0.06906398730830249,0.0662083553675304,-0.19471179270227393,-0.1434690639873083,0.18461131676361714,0.06991010047593865,0.10401903754627181,-0.22215758857747223,-0.2154944473823374,0.23833950290851402,0.14870438921205711,0.1634056054997356,-0.1807509254362771,-0.26911686938127977,0.5348492860920148,0.10988894764674775,0.10750925436277102,-0.19534637757800105,-0.26118455843469063,0.4290851401374934,0.2056583818085669,0.3405076679005817,-0.15933368588048652,-0.44103648863035433,0.7773135906927552,0.24569011105235325,0.32147012162876787,-0.16398730830248545,-0.3258064516129032,0.6539925965097831,0.2658381808566896,0.4522474881015336,-0.2034902168164992,-0.3921734531993654,1.0,0.10893707033315705,0.22406134320465362,-0.271602326811211,-0.33548387096774196,0.6102062400846113,0.2472236911686938,0.2881544156530936,-0.06430460074034902,-0.38672659968270756,0.6242728714965626,0.2249074563722898,0.24743521946060285,-0.12141723955579059,-0.2811210999471179,0.4819672131147541,0.0449497620306716,0.23289264939185617,0.007509254362771021,-0.2056583818085669,0.351718667371761,0.07234267583289265,0.21745108408249603,0.035325224748810155,-0.20497091485986252,0.3605499735589635,0.21591750396615547,0.38810153358011634,0.035272342675832895,-0.1938127974616605,0.6079323109465891,0.07831835007932311,0.153146483342147,-0.06308831306187203,-0.1363299841353781,0.2301427815970386,0.23305129561078794,0.3222104706504495,0.020359598096245372,-0.19962982548915917,0.5758857747223691,0.20010576414595452,0.16451612903225807,-0.10655737704918032,-0.10872554204124801,0.2960867265996827,0.13447911158117398,0.13209941829719726,-0.24341618191433104,-0.2618191433104178,0.5325753569539926,0.1970386039132734,0.3962453728186145,-0.1605499735589635,-0.26319407720782656,0.614595452141724,0.22982548915917503,0.45658381808566895,-0.2118455843469064,-0.34822845055526175,0.9120571126388154
P4_delta_power,0.25875198307773667,0.1978318350079323,0.07831835007932311,0.17181385510312006,0.09873083024854575,0.6019037546271814,0.3924378635642517,0.3598096245372819,0.27948175568482286,0.1787414066631412,0.26991010047593866,0.09338974087784241,-0.03061872025383395,0.11644632469592808,-0.03976731887890005,0.7719196192490746,0.4421470121628768,0.21861448968799577,0.23410893707033315,0.2740877842411423,0.3608143839238498,0.312374405076679,-0.0641988365943945,0.13363299841353782,0.1681121099947118,0.7148598625066103,0.45965097831835006,0.15282919090428346,0.27741935483870966,0.22712850343733473,0.28757271285034375,0.2002644103648863,0.0012162876784769963,0.11126388154415653,0.10893707033315705,1.0,0.6852987837123216,0.22876784769962982,0.3533051295610788,0.3987308302485457,0.43331570597567426,0.4490216816499207,0.26705446853516657,0.08001057641459546,0.3413537810682179,0.8615547329455314,0.6939714436805923,0.36546800634584875,0.2459016393442623,0.4986779481755685,0.07863564251718667,0.13024854574299313,0.11565309360126917,0.259227921734532,-0.15023796932839767,0.564304600740349,0.47493389740877845,0.3781597038603913,0.3116869381279746,0.32818614489687997,0.21422527763088314,0.31269169751454257,0.18831306187202537,0.17440507667900582,0.14362771020624007,0.5353781068217874,0.5545214172395558,0.3302485457429931,0.33183500793231097,0.29740877842411423,0.31443680592279216,0.29122157588577474,0.26113167636171336,0.330830248545743,0.047964040190375465,0.7203595980962454,0.6475409836065574,0.4907456372289794,0.43490216816499205,0.35092543627710204,0.3878900052882073,0.20544685351665784,0.016023268112109995,0.13870967741935483,0.017345319936541512,0.7576943416181914,0.42104706504494976,0.15520888418826018,0.2666314119513485,0.15261766261237442,0.23818085668958222,0.23691168693812797,0.03627710206240085,0.09820200951877314,0.20354309888947647
P4_theta_power,0.222104706504495,0.40206240084611317,0.35351665785298786,0.2670015864621893,0.17265996827075622,0.4565309360126917,0.5257006874669488,0.5538339502908514,0.2704389212057113,0.27461660497091483,0.2033844526705447,0.36398730830248543,0.3169751454257007,0.33437334743521946,0.027128503437334743,0.5961396086726599,0.7615547329455314,0.5545214172395558,0.4284505552617663,0.38514013749338977,0.23897408778424115,0.4935483870967742,0.1347435219460603,0.21919619249074565,0.2627181385510312,0.5413008989952406,0.8125330512956108,0.31887890005288205,0.43802221047065043,0.39185616076150187,0.30586991010047593,0.4951877313590693,0.27932310946589106,0.3016922263352723,0.22406134320465362,0.6852987837123216,1.0,0.4491274457958752,0.5491803278688525,0.4835007932310947,0.4018508725542041,0.5330512956107879,0.4719725013220518,0.1585404547858276,0.37868852459016394,0.7093072448439979,0.8528820729772607,0.5989423585404547,0.4207297726070862,0.5001586462189318,-0.16959280803807508,0.18995240613432046,0.3252776308831306,0.254151242728715,-0.09381279746166049,0.31464833421470123,0.5304071919619249,0.5610259122157588,0.33955579058699104,0.30528820729772604,0.09095716552088842,0.3758857747223691,0.41554732945531464,0.2453728186144897,0.12940243257535694,0.3722897937599154,0.6867794817556848,0.5399259650978319,0.35356953992596507,0.3988894764674775,0.3524590163934426,0.45081967213114754,0.4757800105764146,0.4223691168693813,0.1227392913802221,0.6441565309360127,0.7754098360655738,0.5836594394500264,0.4161290322580645,0.4608143839238498,0.3253305129561079,0.4772607086197779,0.3298783712321523,0.34986779481755687,0.08016922263352723,0.6762030671602327,0.7624537281861449,0.34801692226335273,0.461660497091486,0.27895293495505025,0.2610787942887361,0.504071919619249,0.26229508196721313,0.2708090957165521,0.26493918561607616
P4_alpha_power,0.1578529878371232,0.19941829719725013,0.4466948704389212,0.17197250132205183,0.05573770491803279,0.15520888418826018,0.19122157588577474,0.5616076150185088,0.21813855103120042,0.027921734531993654,0.10274986779481755,0.11385510312004231,0.5637228979375991,0.302432575356954,-0.22485457429931252,0.20153358011634057,0.3457958751983078,0.7360126916975145,0.4454785827604442,-0.09079851930195663,0.03574828133262824,0.05584346906398731,0.6516129032258065,0.24933897408778424,-0.2878900052882073,0.07123215230037018,0.24473823373876255,0.7162876784769963,0.41110523532522475,-0.18307773664727658,0.12686409307244845,0.14294024325753568,0.7959280803807509,0.32903225806451614,-0.271602326811211,0.22876784769962982,0.4491274457958752,1.0,0.5637757800105764,-0.10396615547329455,0.18588048651507139,0.23231094658910628,0.5604970914859863,0.2430988894764675,-0.03675304071919619,0.3054997355896351,0.46504494976203065,0.7794288736118455,0.5129561078794289,0.04992067689053411,-0.10560549973558964,-0.04304600740349022,0.3853516657852988,0.14722369116869383,-0.2178741406663141,-0.11993654151242729,-0.0019037546271813855,0.4949762030671602,0.29011105235325224,-0.24188260179799048,0.01718667371760973,0.02236911686938128,0.5949762030671603,0.19968270756213644,-0.24812268640930724,0.12152300370174511,0.3005817028027499,0.7300370174510841,0.27609730301427815,0.0449497620306716,0.22400846113167636,0.18212585933368589,0.5637228979375991,0.28180856689582234,-0.12681121099947118,0.1750925436277102,0.3671602326811211,0.6564780539397145,0.34420941300898994,0.05912215758857747,0.17477525118984663,0.17091485986250662,0.5921205711263882,0.38402961396086727,-0.3323109465891063,0.21771549444738234,0.16901110523532523,0.7911686938127974,0.48931782125859336,-0.25959809624537283,0.12696985721840295,0.10946589106292967,0.7568482284505552,0.3674775251189847,-0.30354309888947645
P4_beta_power,0.32966684294024323,0.4423056583818086,0.5955050237969328,0.4232681121099947,0.10534108937070333,0.28413537810682177,0.40861977789529347,0.6496033844526705,0.4617662612374405,0.025806451612903226,0.3559492332099418,0.3508725542041248,0.5248016922263353,0.6144896879957694,-0.2936541512427287,0.34717080909571657,0.5265468006345849,0.6452670544685352,0.7749338974087784,-0.2217874140666314,0.33019566367001585,0.33923849814912743,0.30274986779481755,0.608937070333157,-0.23088313061872026,0.19576943416181913,0.38942358540454786,0.4272871496562665,0.803437334743522,-0.398572184029614,0.4668429402432575,0.4353781068217874,0.4856160761501851,0.7184029613960867,-0.33548387096774196,0.3533051295610788,0.5491803278688525,0.5637757800105764,1.0,-0.4131147540983607,0.3687995769434162,0.29873083024854574,0.43527234267583287,0.5621364357482813,-0.230830248545743,0.34976203067160233,0.4046536224219989,0.5282390269698573,0.7165520888418826,-0.17636171337916445,-0.010893707033315707,0.128397673188789,0.37562136435748283,0.4060285563194077,-0.3390269698572184,0.06969857218402961,0.20787942887361185,0.47139079851930193,0.5885774722369117,-0.23818085668958222,0.13802221047065044,0.19962982548915917,0.4512956107879429,0.4849286092014807,-0.21353781068217875,0.13172924378635642,0.35071390798519303,0.5001057641459545,0.4731359069275516,-0.020729772607086198,0.37662612374405074,0.321099947117927,0.4627181385510312,0.5426758328926494,-0.14188260179799048,0.22601797990481226,0.38810153358011634,0.5304071919619249,0.4902168164992068,-0.07815970386039132,0.39254362771020623,0.37271285034373347,0.49455314648334214,0.6180856689582231,-0.3441565309360127,0.39349550502379693,0.3219460602855632,0.5021681649920677,0.8813855103120042,-0.4785827604442094,0.4388683236382866,0.41380222104706504,0.4794288736118456,0.7487572712850343,-0.3885245901639344
