mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
3.6323969841003416,0.3268779420888439,0.10962843894958496,0.008852800682782127,5,sqrt,1,13,1154,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 13, 'n_estimators': 1154}",0.8500000000000001,0.65,0.6333333333333333,0.8333333333333333,0.6777777777777778,0.7288888888888889,0.09332010488264919,1,0.9736842105263158,0.934885290148448,0.9608636977058029,0.9483805668016194,0.9487179487179487,0.953306342780027,0.013092157320114694
3.5554858684539794,0.03597700831747875,0.11600103378295898,0.0022745632150147146,10,sqrt,1,4,1353,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 1353}",0.8,0.65,0.6333333333333333,0.8333333333333333,0.6833333333333333,0.7200000000000001,0.08124038404635958,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2.9944403648376463,0.1352397536232082,0.1371540069580078,0.02729504633706496,10,log2,2,3,1021,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 1021}",0.8,0.65,0.6333333333333333,0.8333333333333333,0.6777777777777778,0.718888888888889,0.08177053107988486,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2.7865862369537355,0.04191630054085307,0.09619288444519043,0.004167559134332082,,log2,2,13,1054,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 13, 'n_estimators': 1054}",0.8500000000000001,0.5944444444444444,0.6333333333333333,0.8333333333333333,0.6777777777777778,0.7177777777777778,0.10466878978738388,4,0.9736842105263158,0.9612010796221322,0.9740215924426451,0.9483805668016194,0.9355600539811066,0.9585695006747639,0.014882175998659737
0.7691391944885254,0.018739531036151086,0.030174827575683592,0.004799690279685985,3,sqrt,2,5,291,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 291}",0.8500000000000001,0.48888888888888893,0.6888888888888889,0.8333333333333333,0.7277777777777779,0.7177777777777777,0.12973857855484658,5,0.9342105263157895,0.9078947368421053,0.8950742240215924,0.909919028340081,0.9102564102564102,0.9114709851551958,0.012669757866702937
2.4943592071533205,0.05506698175343764,0.08610415458679199,0.007511890134605149,15,sqrt,3,5,963,"{'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 963}",0.8500000000000001,0.5388888888888889,0.6333333333333333,0.8333333333333333,0.6777777777777778,0.7066666666666667,0.11912230461500536,6,1.0,0.986842105263158,0.9740215924426451,0.986842105263158,1.0,0.9895411605937923,0.009738597829291857
0.7377018451690673,0.015654898673465603,0.030286502838134766,0.0022598475226917763,5,,4,9,253,"{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 9, 'n_estimators': 253}",0.8500000000000001,0.6944444444444444,0.6833333333333333,0.7833333333333333,0.5222222222222221,0.7066666666666667,0.1105764915966643,6,0.9736842105263158,0.9480431848852902,0.9740215924426451,0.9612010796221322,0.9615384615384616,0.963697705802969,0.00961532542539256
2.529539966583252,0.10963204077323034,0.08066892623901367,0.0050468703696033195,30,sqrt,3,6,846,"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 846}",0.8500000000000001,0.5388888888888889,0.6333333333333333,0.8333333333333333,0.6777777777777778,0.7066666666666667,0.11912230461500536,6,1.0,0.986842105263158,0.9740215924426451,0.9740215924426451,1.0,0.9869770580296897,0.011618092997798979
3.547415590286255,0.05360081752624803,0.11573324203491211,0.00391377157486648,3,sqrt,5,6,1383,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 6, 'n_estimators': 1383}",0.8500000000000001,0.5388888888888889,0.6333333333333333,0.8333333333333333,0.6722222222222223,0.7055555555555555,0.11941214033447045,9,0.8947368421052632,0.8954116059379217,0.8950742240215924,0.9227395411605939,0.9227395411605939,0.906140350877193,0.013554861710816265
2.6394936084747314,0.06806955749087817,0.08531222343444825,0.002436554722570765,,log2,2,11,976,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 11, 'n_estimators': 976}",0.8500000000000001,0.5944444444444444,0.6333333333333333,0.7833333333333333,0.6277777777777778,0.6977777777777778,0.10022197585581942,10,0.986842105263158,0.986842105263158,0.9740215924426451,0.9612010796221322,0.9871794871794872,0.9792172739541162,0.010307776763254197
1.9936359405517579,0.040252500070033594,0.06522712707519532,0.0027721900021480347,7,sqrt,1,11,763,"{'max_depth': 7, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 11, 'n_estimators': 763}",0.8500000000000001,0.5944444444444444,0.6333333333333333,0.7833333333333333,0.6277777777777778,0.6977777777777778,0.10022197585581942,10,0.986842105263158,0.986842105263158,0.9740215924426451,0.9612010796221322,0.9871794871794872,0.9792172739541162,0.010307776763254197
1.238297986984253,0.02135982272799256,0.04037165641784668,7.63066102483134e-05,,,5,11,430,"{'max_depth': None, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 11, 'n_estimators': 430}",0.8,0.6944444444444444,0.6888888888888889,0.7333333333333334,0.5722222222222222,0.6977777777777778,0.07425348642934945,10,0.9736842105263158,0.9220647773279352,0.9740215924426451,0.9352226720647774,0.9352226720647774,0.9480431848852902,0.02161457199353099
2.912297821044922,0.3422018009985269,0.09669260978698731,0.017560181660874568,15,sqrt,2,9,1005,"{'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 9, 'n_estimators': 1005}",0.8500000000000001,0.5944444444444444,0.6333333333333333,0.7333333333333334,0.6777777777777778,0.6977777777777778,0.08906926143924929,10,1.0,0.986842105263158,0.9740215924426451,0.9612010796221322,0.9871794871794872,0.9818488529014845,0.013194005605813339
3.20137619972229,0.06060381658555436,0.10687265396118165,0.004855799708643388,20,log2,3,2,1228,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 1228}",0.8,0.5388888888888889,0.6333333333333333,0.8333333333333333,0.6777777777777778,0.6966666666666667,0.10827491302293185,14,1.0,0.986842105263158,0.9871794871794872,0.986842105263158,1.0,0.9921727395411606,0.00639211866817273
4.5585129737854,0.3566116104202177,0.13058218955993653,0.006086882836034324,20,log2,3,13,1467,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 13, 'n_estimators': 1467}",0.8500000000000001,0.5388888888888889,0.6333333333333333,0.7833333333333333,0.6777777777777778,0.6966666666666667,0.10980341580960402,14,0.9736842105263158,0.9480431848852902,0.9740215924426451,0.9483805668016194,0.9487179487179487,0.9585695006747639,0.012481124688332275
1.4795061588287353,0.13147761052596407,0.05281276702880859,0.0038868613022881105,20,log2,3,8,530,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 530}",0.8500000000000001,0.5388888888888889,0.6333333333333333,0.7833333333333333,0.6777777777777778,0.6966666666666667,0.10980341580960402,14,1.0,0.986842105263158,0.9740215924426451,0.9612010796221322,0.9871794871794872,0.9818488529014845,0.013194005605813339
2.115238094329834,0.041486284120317976,0.07328877449035645,0.007412434976405244,5,log2,3,2,812,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 812}",0.8500000000000001,0.5388888888888889,0.6333333333333333,0.8333333333333333,0.6277777777777778,0.6966666666666665,0.12315803357705865,17,1.0,0.986842105263158,0.9740215924426451,0.9612010796221322,0.9615384615384616,0.9767206477732794,0.01498674625100299
4.075934839248657,0.03309601709718496,0.11465773582458497,0.005735571223614759,10,,4,14,1383,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 14, 'n_estimators': 1383}",0.9,0.6388888888888888,0.6833333333333333,0.7333333333333334,0.5222222222222221,0.6955555555555556,0.12379792375450381,18,0.9605263157894737,0.8960863697705803,0.9612010796221322,0.8960863697705803,0.9483805668016194,0.9324561403508772,0.030044347437658478
1.0914202690124513,0.013304562049164833,0.040046405792236325,0.004242278818954294,7,sqrt,4,6,430,"{'max_depth': 7, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 6, 'n_estimators': 430}",0.8500000000000001,0.4833333333333333,0.6333333333333333,0.8333333333333333,0.6777777777777778,0.6955555555555556,0.13569209880834018,18,0.986842105263158,0.9740215924426451,0.9740215924426451,0.9612010796221322,0.9743589743589743,0.9740890688259111,0.008109527226760426
