,Fp1_delta_power,Fp1_theta_power,Fp1_alpha_power,Fp1_beta_power,Fp1_theta_beta_ratio,Fp2_delta_power,Fp2_theta_power,Fp2_alpha_power,Fp2_beta_power,Fp2_theta_beta_ratio,F3_delta_power,F3_theta_power,F3_alpha_power,F3_beta_power,F3_theta_beta_ratio,F4_delta_power,F4_theta_power,F4_alpha_power,F4_beta_power,F4_theta_beta_ratio,C3_delta_power,C3_theta_power,C3_alpha_power,C3_beta_power,C3_theta_beta_ratio,C4_delta_power,C4_theta_power,C4_alpha_power,C4_beta_power,C4_theta_beta_ratio,P3_delta_power,P3_theta_power,P3_alpha_power,P3_beta_power,P3_theta_beta_ratio,P4_delta_power,P4_theta_power,P4_alpha_power,P4_beta_power,P4_theta_beta_ratio,O1_delta_power,O1_theta_power,O1_alpha_power,O1_beta_power,O1_theta_beta_ratio,O2_delta_power,O2_theta_power,O2_alpha_power,O2_beta_power,O2_theta_beta_ratio,F7_delta_power,F7_theta_power,F7_alpha_power,F7_beta_power,F7_theta_beta_ratio,F8_delta_power,F8_theta_power,F8_alpha_power,F8_beta_power,F8_theta_beta_ratio,T7_delta_power,T7_theta_power,T7_alpha_power,T7_beta_power,T7_theta_beta_ratio,T8_delta_power,T8_theta_power,T8_alpha_power,T8_beta_power,T8_theta_beta_ratio,P7_delta_power,P7_theta_power,P7_alpha_power,P7_beta_power,P7_theta_beta_ratio,P8_delta_power,P8_theta_power,P8_alpha_power,P8_beta_power,P8_theta_beta_ratio,Fz_delta_power,Fz_theta_power,Fz_alpha_power,Fz_beta_power,Fz_theta_beta_ratio,Cz_delta_power,Cz_theta_power,Cz_alpha_power,Cz_beta_power,Cz_theta_beta_ratio,Pz_delta_power,Pz_theta_power,Pz_alpha_power,Pz_beta_power,Pz_theta_beta_ratio
C4_delta_power,0.60377882745207,0.4119477632675743,0.2207835509863851,0.07879966657404834,0.4205612670186163,0.6066129480411225,0.46790775215337593,0.28235621005834954,0.05701583773270353,0.4173381494859683,0.6854126146151709,0.40744651292025563,0.24556821339260906,0.09196999166435121,0.38627396499027505,0.7645457071408724,0.5322589608224507,0.15365379272020005,0.11286468463462072,0.4055570991942206,0.7191997777160323,0.5115865518199499,0.22495137538205057,0.22634065018060573,0.45595998888580164,1.0,0.6499583217560434,0.24723534315087525,0.3602667407613226,0.499194220616838,0.7831619894415115,0.46551819949986106,0.24301194776326757,0.2341761600444568,0.28946929702695195,0.735593220338983,0.5343706585162545,0.268185607113087,0.24645734926368434,0.3262017227007502,0.6907474298416226,0.5382050569602668,0.35971103084190054,0.23217560433453738,0.29619338705195886,0.6834120589052515,0.5156988052236733,0.36154487357599335,0.2943595443178661,0.21478188385662683,0.5340928035565435,0.3941094748541262,0.19894415115309808,0.13926090580716866,0.30130591831064185,0.5772158933036955,0.521311475409836,0.33525979438732983,0.29408168935815504,0.32747985551542097,0.6763545429285913,0.5901639344262295,0.31414281744929146,0.26351764378994164,0.4133926090580717,0.6635176437899416,0.5900527924423451,0.4352875798833009,0.3917199222006113,0.2755765490414004,0.7025840511253126,0.5208669074742984,0.34259516532370105,0.4047235343150875,0.1902195054181717,0.7461517088080022,0.6070575159766601,0.35959988885801614,0.21661572659071965,0.3295359822172826,0.7344262295081967,0.5254237288135594,0.2477354820783551,0.27246457349263686,0.26240622395109753,0.8895804390108364,0.5694915254237288,0.23445401500416782,0.3070853014726313,0.24895804390108364,0.6879133092525701,0.4890803000833565,0.288135593220339,0.2081133648235621,0.26729647124201167
C4_theta_power,0.4944151153098083,0.5456515698805223,0.40300083356487915,0.2923589886079467,0.3209780494581828,0.4378438455126424,0.5418171714365101,0.3819949986107252,0.19344262295081968,0.35893303695470963,0.5586551819949986,0.6963045290358433,0.41600444567935535,0.3357043623228675,0.3346485134759655,0.5100305640455682,0.7558210614059461,0.392998055015282,0.3001389274798555,0.3720477910530703,0.48341205890525146,0.7704918032786885,0.3526535148652403,0.4988607946651848,0.40589052514587387,0.6499583217560434,1.0,0.5375937760489025,0.5952764656849124,0.6020561267018616,0.6036121144762434,0.6981383717699361,0.46146151708808003,0.47590997499305365,0.3044178938594054,0.5992220061128091,0.7734370658516254,0.4768546818560711,0.47968880244512363,0.3000833564879133,0.5343150875243123,0.5889969435954432,0.4181717143651014,0.3731592108919144,0.15876632397888302,0.4911919977771603,0.5288135593220339,0.3515976660183384,0.3156988052236732,0.20583495415393166,0.3219227563212003,0.5574881911642123,0.4067240900250069,0.2510141706029453,0.2920255626562934,0.378160600166713,0.5312031119755488,0.36810225062517365,0.30975270908585717,0.3144206724090025,0.4406223951097527,0.7121978327313142,0.44667963323145315,0.3760489024729091,0.3764378994165046,0.39961100305640457,0.6835787718810781,0.5149208113364824,0.38960822450680743,0.35754376215615447,0.4569046957488191,0.6217838288413449,0.40727979994442903,0.2729091414281745,0.3232008891358711,0.4525145873853848,0.6501806057238122,0.3284245623784385,0.12725757154765213,0.40611280911364267,0.5412614615170881,0.7068630175048625,0.4426785218116143,0.4479577660461239,0.23989997221450404,0.6236176715754376,0.8564045568213393,0.42856348985829396,0.43912197832731314,0.40094470686301753,0.6185607113086968,0.7503195332036677,0.42395109752709087,0.46551819949986106,0.29330369547096413
C4_alpha_power,0.12570158377327034,0.2197832731314254,0.5574881911642123,0.28985829397054735,-0.05607113086968602,0.06207279799944429,0.1899972214504029,0.4361767157543762,0.12925812725757155,0.01961656015559878,0.1837732703528758,0.3918310641844957,0.5872186718532926,0.4727979994442901,-0.14459572103362045,0.20200055570991943,0.3899416504584607,0.7003056404556821,0.48869130313976106,-0.14754098360655737,0.08080022228396777,0.33542650736315643,0.6610725201444846,0.4775215337593776,-0.11519866629619338,0.24723534315087525,0.5375937760489025,1.0,0.6527368713531536,0.014893025840511253,0.13198110586273964,0.2682411781050292,0.5931647679911086,0.43995554320644625,-0.21116976938038343,0.23967768824673522,0.3380383439844401,0.6998055015282023,0.5097527090858572,-0.16865796054459573,0.10230619616560156,0.19427618782995276,0.33714920811336485,0.3101972770213948,-0.15976660183384273,0.14287302028341206,0.18855237565990554,0.4491247568769103,0.19322033898305085,-0.009947207557654904,0.2333425951653237,0.3243123089747152,0.5151430953042512,0.36276743539872186,-0.04101139205334815,0.26963045290358434,0.3443734370658516,0.5801611558766324,0.37460405668241176,0.02945262572936927,0.07729924979160878,0.2018338427340928,0.5313142539594332,0.45379272020005557,-0.14342873020283411,0.033842734092803556,0.2881911642122812,0.739094192831342,0.4683523200889136,-0.02117254792998055,0.05084745762711865,0.10847457627118644,0.4141150319533204,0.14531814392886913,-0.07563212003334259,0.24562378438455126,0.31197554876354544,0.48257849402611835,0.1863851069741595,0.07263128646846347,0.13092525701583774,0.3887190886357321,0.6521811614337316,0.4710752986940817,-0.13820505696026675,0.29924979160878024,0.4131147540983607,0.648513475965546,0.4955821061405946,-0.0486246179494304,0.07729924979160878,0.234231731036399,0.5889969435954432,0.45257015837732706,-0.24267852181161434
C4_beta_power,0.3525979438732981,0.3577660461239233,0.512420116699083,0.47957766046123923,-0.17788274520700195,0.29152542372881357,0.3539872186718533,0.4080577938316199,0.4036121144762434,-0.12181161433731592,0.25056960266740763,0.5012503473186997,0.5171436510141706,0.6830786329535983,-0.2864684634620728,0.32375659905529314,0.47713253681578216,0.5706585162545151,0.7778271742150598,-0.3103639899972214,0.31408724645734926,0.48457904973603777,0.5060294526257294,0.7346485134759655,-0.19755487635454294,0.3602667407613226,0.5952764656849124,0.6527368713531536,1.0,-0.18510697415948874,0.36165601555987775,0.44762434009447066,0.5006946373992776,0.6815226451792165,-0.2863573214781884,0.32559044178938595,0.4493470408446791,0.587051958877466,0.8045568213392609,-0.364156710197277,0.26446235065295914,0.283023061961656,0.34692970269519313,0.4555709919422062,-0.23184217838288412,0.3580994720755766,0.34103917754931923,0.5121978327313143,0.5871631008613504,-0.2477910530702973,0.25707140872464573,0.3719366490691859,0.5230341761600444,0.514809669352598,-0.14531814392886913,0.29169213670464017,0.3540427896637955,0.4494581828285635,0.5821617115865518,-0.14754098360655737,0.24134481800500138,0.35726590719644347,0.4998610725201445,0.6514587385384829,-0.1790497360377883,0.12447902195054182,0.32475687691025285,0.5768268963601,0.7211447624340095,-0.20238955265351485,0.21467074187274243,0.2627396499027508,0.436398999722145,0.32747985551542097,-0.1180327868852459,0.30030564045568214,0.3647124201166991,0.48168935815504305,0.4611280911364268,-0.18221728257849404,0.2710197277021395,0.40411225340372325,0.4966935259794387,0.7205890525145874,-0.3973881633787163,0.3843845512642401,0.4865796054459572,0.5237565990552931,0.8097249235898861,-0.2870241733814949,0.27696582383995555,0.4027785495971103,0.4946373992775771,0.7408168935815505,-0.30141706029452625
C4_theta_beta_ratio,0.3388719088635732,0.36810225062517365,-0.010391775493192553,-0.10819672131147541,0.6363434287302029,0.3327590997499305,0.3614893025840511,0.08241178105029175,-0.1387607668796888,0.6301750486246179,0.4460683523200889,0.32125590441789387,-0.027729924979160877,-0.2746874131703251,0.7636010002778549,0.3686579605445957,0.4342873020283412,-0.1135871075298694,-0.36999166435120867,0.8354542928591275,0.3517088080022228,0.44762434009447066,-0.08869130313976105,-0.12047791053070298,0.7841622672964712,0.499194220616838,0.6020561267018616,0.014893025840511253,-0.18510697415948874,1.0,0.43278688524590164,0.3993331480966935,0.024840233398166156,-0.11569880522367325,0.7136982495137538,0.4237843845512642,0.479244234509586,0.035343150875243125,-0.17126979716587942,0.771436510141706,0.46001667129758267,0.45901639344262296,0.1403723256460128,-0.07735482078355099,0.546651847735482,0.31130869686023893,0.36787996665740486,-0.035898860794665186,-0.19222006112809115,0.5816060016671297,0.17404834676298972,0.2920811336482356,-0.01756043345373715,-0.1982217282578494,0.5122534037232565,0.2377882745207002,0.31608780216726867,0.02100583495415393,-0.15971103084190053,0.58866351764379,0.39983328702417337,0.5314809669352598,0.07157543762156154,-0.17871631008613503,0.7078632953598222,0.4725201444845791,0.5631008613503751,0.12720200055570993,-0.18299527646568492,0.7195332036676855,0.4386218393998333,0.5085857182550708,0.09524868018894138,-0.028841344818005002,0.5892747985551542,0.31747707696582383,0.4667963323145318,-0.02361767157543762,-0.32742428452347877,0.7663795498749653,0.4352875798833009,0.45195887746596275,0.004223395387607669,-0.15904417893859404,0.7524312308974715,0.43723256460127813,0.5414837454848569,-0.005612670186162823,-0.2153931647679911,0.7710475131981106,0.5550986385106974,0.5186440677966102,0.035176437899416504,-0.15337593776048902,0.720755765490414
P3_delta_power,0.7367602111697694,0.5786607390941928,0.3400388996943595,0.18432898027229785,0.48152264517921645,0.7365379272020005,0.6442900805779384,0.43584328980272297,0.274131703250903,0.4325090302861906,0.7194776326757433,0.5505973881633787,0.3772714642956377,0.2666851903306474,0.35532092247846625,0.784106696304529,0.6691303139761045,0.26540705751597665,0.2901361489302584,0.36499027507641013,0.7709363712142262,0.703250903028619,0.3389830508474576,0.43039733259238677,0.43039733259238677,0.7831619894415115,0.6036121144762434,0.13198110586273964,0.36165601555987775,0.43278688524590164,1.0,0.7599333148096693,0.4628507918866352,0.4907474298416227,0.3610447346485135,0.7987218671853292,0.6632953598221728,0.380050013892748,0.4054459572103362,0.3335370936371214,0.789497082522923,0.7035287579883301,0.5254792998055016,0.3940539038621839,0.28218949708252294,0.8544040011114198,0.6662961933870519,0.47168657960544597,0.4810780772436788,0.17727146429563767,0.519422061683801,0.5117532647957767,0.34926368435676575,0.25251458738538485,0.34348430119477635,0.6949152542372882,0.6306196165601556,0.4108919144206724,0.3928313420394554,0.40105584884690193,0.6272853570436232,0.7123645457071409,0.43189774937482633,0.2764656849124757,0.4594053903862184,0.6654626285079188,0.6265073631564323,0.3706585162545151,0.39127535426507365,0.2512920255626563,0.8074465129202556,0.7229786051681022,0.46796332314531813,0.3475409836065574,0.3854959711030842,0.7504862461794943,0.6819116421228119,0.4182272853570436,0.336926924145596,0.25257015837732705,0.7898860794665185,0.6189497082522923,0.35715476521255907,0.4502917477076966,0.18666296193387052,0.8166712975826619,0.6844123367602112,0.3674909697138094,0.44667963323145315,0.214559599888858,0.8245623784384551,0.6818560711308697,0.4610169491525424,0.4310641844956932,0.286246179494304
P3_theta_power,0.58438455126424,0.6636843567657683,0.4270075020839122,0.33831619894415116,0.36176715754376215,0.5257015837732704,0.6452903584328981,0.4621283689913865,0.3693248124479022,0.35326479577660463,0.558766323978883,0.7291469852736872,0.47302028341205893,0.45195887746596275,0.28519033064740207,0.5812170047235343,0.8213392609058072,0.46996387885523755,0.43834398444012224,0.3532092247846624,0.5503195332036677,0.8714087246457349,0.43917754931925534,0.6273409280355654,0.40416782439566545,0.46551819949986106,0.6981383717699361,0.2682411781050292,0.44762434009447066,0.3993331480966935,0.7599333148096693,1.0,0.6961933870519589,0.7240344540150042,0.34815226451792164,0.6125590441789386,0.8135593220338984,0.5447068630175048,0.5828285634898583,0.2845790497360378,0.6176715754376215,0.7330369547096416,0.582217282578494,0.5499861072520145,0.14581828285634899,0.6640733537093637,0.6844123367602112,0.48880244512364546,0.5093081411503195,0.16971380939149763,0.3610447346485135,0.6347874409558211,0.4800777993887191,0.358488469019172,0.30853014726312866,0.5014726312864685,0.6693525979438733,0.4681300361211448,0.4659627674353987,0.3748819116421228,0.3288135593220339,0.7210891914420673,0.5116421228118921,0.3462072797999444,0.37760489024729094,0.46157265907196443,0.6385662684078911,0.3604890247290914,0.30464017782717423,0.30658516254515145,0.5383161989441512,0.7694915254237288,0.4955265351486524,0.36593498193942764,0.40227841066963044,0.4871908863573215,0.7019171992220061,0.43995554320644625,0.34565156988052237,0.23545429285912753,0.5796054459572103,0.739372047791053,0.5029730480689081,0.5968324534592943,0.15237565990552931,0.5679911086412892,0.8026674076132259,0.4430119477632676,0.5187552097804946,0.24973603778827452,0.6964156710197277,0.8873575993331481,0.5879410947485413,0.6081689358155044,0.3453737149208113
P3_alpha_power,0.3412058905251459,0.3814392886913031,0.5950541817171436,0.28507918866351767,0.11992220061128091,0.24567935537649346,0.35737704918032787,0.51914420672409,0.2626840789108086,0.17088080022228397,0.4488469019171992,0.5923867741039177,0.7717143651014171,0.5971103084190053,-0.06246179494303973,0.3717143651014171,0.5682689636010003,0.7485412614615171,0.5631564323423173,-0.04017782717421506,0.39055293136982494,0.6388441233676021,0.7942761878299528,0.7026396221172548,0.01611558766323979,0.24301194776326757,0.46146151708808003,0.5931647679911086,0.5006946373992776,0.024840233398166156,0.4628507918866352,0.6961933870519589,1.0,0.809447068630175,-0.118866351764379,0.40100027785495973,0.5239233120311197,0.7751597666018338,0.6392331203111975,-0.09030286190608502,0.3314809669352598,0.4586829674909697,0.6335093081411504,0.5305918310641845,-0.08802445123645457,0.464962489580439,0.46635176437899417,0.6439010836343428,0.4067240900250069,0.027174215059738816,0.4468463462072798,0.5738260627952209,0.6835232008891359,0.470075020839122,0.1700472353431509,0.41155876632397886,0.47418727424284524,0.6384551264240067,0.4261739372047791,0.16054459572103363,0.1622117254792998,0.4185607113086969,0.6830786329535983,0.41750486246179497,0.029119199777716032,0.15859961100305642,0.3071964434565157,0.5579883300916921,0.2669074742984162,-0.0042789663795498745,0.2801333703806613,0.41594887468741315,0.6066685190330647,0.34265073631564325,0.08613503751041957,0.38516254515143095,0.47796610169491527,0.6441233676021118,0.4352320088913587,-0.007168657960544595,0.32475687691025285,0.5836065573770491,0.8245623784384551,0.7021950541817171,-0.17399277577104752,0.4187274242845235,0.570102806335093,0.7746040566824118,0.6421228118921922,-0.07968880244512365,0.34548485690469577,0.5212559044178938,0.7992220061128091,0.6381772714642956,-0.07379827729924979
P3_beta_power,0.3801055848846902,0.39566546262850794,0.47807724367879967,0.43895526535148655,-0.08341205890525145,0.2670186162823006,0.34492914698527366,0.4133370380661295,0.4226729647124201,-0.06435120866907475,0.39149763823284245,0.5860516810225063,0.6238955265351487,0.7317588218949709,-0.2552931369824951,0.34231731036399,0.5614893025840512,0.6328424562378439,0.7443178660739094,-0.20483467629897192,0.3898305084745763,0.6438455126424006,0.6628507918866352,0.845290358432898,-0.1126424006668519,0.2341761600444568,0.47590997499305365,0.43995554320644625,0.6815226451792165,-0.11569880522367325,0.4907474298416227,0.7240344540150042,0.809447068630175,1.0,-0.30136148930258405,0.42228396776882465,0.551486524034454,0.6599611003056405,0.8244512364545707,-0.2629619338705196,0.3160322311753265,0.46557377049180326,0.6070019449847179,0.729369269241456,-0.2963045290358433,0.4597388163378716,0.4714642956376771,0.5873853848291192,0.5901083634342873,-0.11875520978049459,0.37871631008613504,0.5328702417338149,0.596499027507641,0.5687135315365379,0.010169491525423728,0.40133370380661293,0.46329535982217285,0.5144206724090025,0.5574881911642123,0.031119755487635455,0.18066129480411225,0.4670741872742428,0.5830508474576271,0.6406779661016949,-0.11425395943317589,0.1811614337315921,0.3187552097804946,0.424784662406224,0.45351486524034457,-0.11430953042511809,0.2710752986940817,0.43450958599611,0.4855793275909975,0.39772158933036955,-0.016615726590719644,0.2777438177271464,0.3750486246179494,0.42639622117254794,0.4467907752153376,-0.12636843567657682,0.34826340650180604,0.5625451514309531,0.6629619338705196,0.8386218393998333,-0.36176715754376215,0.3528757988330092,0.5489302584051126,0.5989441511530981,0.7675465407057516,-0.2378994165045846,0.3611003056404557,0.5761600444567936,0.7054737427063074,0.8391775493192554,-0.2044456793553765
P3_theta_beta_ratio,0.2986940816893582,0.3889969435954432,0.012170047235343151,-0.06979716587941094,0.6168380105584884,0.3718810780772437,0.4141706029452626,0.13314809669352598,0.04206724090025007,0.544484579049736,0.2486246179494304,0.20483467629897192,-0.15181994998610726,-0.3317588218949708,0.7071964434565157,0.30313976104473467,0.33659349819394274,-0.19238677410391775,-0.354709641567102,0.7271464295637677,0.2820227841066963,0.31842178382884134,-0.2565712697971659,-0.2335648791330925,0.6925257015837732,0.28946929702695195,0.3044178938594054,-0.21116976938038343,-0.2863573214781884,0.7136982495137538,0.3610447346485135,0.34815226451792164,-0.118866351764379,-0.30136148930258405,1.0,0.30130591831064185,0.3747151986662962,-0.06201722700750208,-0.22278410669630452,0.6943595443178661,0.4460683523200889,0.38971936649069183,0.03389830508474576,-0.17938316198944151,0.6051681022506252,0.2807446512920256,0.27874409558210617,-0.04990275076410114,-0.0621283689913865,0.3964434565156988,0.09524868018894138,0.2305640455682134,-0.06585162545151431,-0.14926368435676576,0.42233953876076685,0.19199777716032232,0.29285912753542653,-0.024451236454570716,-0.0585718255070853,0.48958043901083637,0.16660183384273408,0.34348430119477635,-0.06346207279799944,-0.3667129758266185,0.652014448457905,0.37249235898860794,0.3919977771603223,-0.07318699638788552,-0.2044456793553765,0.5450402889691581,0.4014448457904974,0.4855793275909975,0.0892470130591831,0.025118088357877186,0.5944429008057793,0.2829119199777716,0.39583217560433454,0.018727424284523477,-0.10025006946373993,0.4758544040011114,0.3697138093914976,0.25445957210336206,-0.16615726590719646,-0.2514587385384829,0.7096415671019728,0.2577382606279522,0.32586829674909695,-0.192720200055571,-0.2910252848013337,0.7655459849958322,0.4701305918310642,0.40200055570991944,-0.14831897749374826,-0.22472909141428174,0.6944706863017505
P4_delta_power,0.6271742150597388,0.46240622395109754,0.3081967213114754,0.10386218393998332,0.4248402333981662,0.6300083356487913,0.49535982217282576,0.3335370936371214,0.23562100583495416,0.31303139761044735,0.7438732981383718,0.5136426785218117,0.33842734092803556,0.17082522923034177,0.3707696582383996,0.78866351764379,0.6371214226173937,0.3295915532092248,0.24112253403723258,0.38305084745762713,0.7098082800777994,0.6224506807446513,0.31503195332036676,0.3909974993053626,0.35126424006668516,0.735593220338983,0.5992220061128091,0.23967768824673522,0.32559044178938595,0.4237843845512642,0.7987218671853292,0.6125590441789386,0.40100027785495973,0.42228396776882465,0.30130591831064185,1.0,0.7863851069741595,0.5238677410391775,0.4307863295359822,0.3993887190886357,0.6341761600444568,0.5869963878855238,0.47079744373437066,0.3911642122811892,0.15743262017227008,0.7324812447902195,0.5698805223673242,0.4248958043901084,0.37238121700472354,0.18305084745762712,0.45929424840233396,0.4685746040566824,0.27818838566268406,0.2261739372047791,0.27274242845234786,0.5804945818282856,0.5252570158377327,0.3051403167546541,0.3273131425395943,0.33103639899972215,0.45268130036121146,0.5740483467629898,0.3613225896082245,0.34153931647679914,0.33114754098360655,0.5039733259238678,0.5054181717143651,0.40944706863017505,0.4215059738816338,0.14098360655737704,0.6686301750486247,0.5963323145318143,0.3750486246179494,0.2820227841066963,0.3494303973325924,0.6696304529035844,0.5782717421505974,0.2980272297860517,0.23123089747151987,0.26518477354820785,0.7342595165323701,0.5189219227563212,0.3280911364267852,0.33320366768546816,0.15793275909974994,0.7142539594331759,0.584662406223951,0.3287579883300917,0.35871075298694083,0.2162267296471242,0.7097527090858572,0.5763823284245624,0.42417338149485967,0.360377882745207,0.21505973881633786
P4_theta_power,0.5027507641011392,0.5699360933592664,0.36176715754376215,0.23912197832731313,0.3864962489580439,0.5098638510697416,0.5812170047235343,0.4043345373714921,0.31819949986107254,0.32925812725757153,0.5612670186162823,0.6946929702695193,0.37249235898860794,0.3041956098916366,0.35548763545429285,0.6467907752153376,0.8099472075576549,0.41455959988885804,0.33475965545985,0.42406223951097527,0.5035843289802723,0.767657682689636,0.3163100861350375,0.48241178105029175,0.4057793831619894,0.5343706585162545,0.7734370658516254,0.3380383439844401,0.4493470408446791,0.479244234509586,0.6632953598221728,0.8135593220338984,0.5239233120311197,0.551486524034454,0.3747151986662962,0.7863851069741595,1.0,0.5782717421505974,0.5692136704640178,0.4541261461517088,0.5711030841900528,0.6652959155320922,0.5028619060850236,0.4784662406223951,0.12420116699083078,0.5808835787718811,0.6688524590163935,0.4639622117254793,0.48457904973603777,0.1622117254792998,0.2911364267852181,0.5787718810780772,0.3854959711030842,0.29330369547096413,0.2625729369269241,0.38155043067518757,0.5343706585162545,0.32297860516810223,0.39761044734648515,0.279244234509586,0.29146985273687137,0.6663517643789941,0.38588496804667966,0.3167546540705752,0.3577104751319811,0.3548207835509864,0.5737704918032787,0.3186996387885524,0.3360377882745207,0.2452347874409558,0.504584606835232,0.714031675465407,0.41683801055848846,0.3504306751875521,0.38049458182828566,0.4501806057238122,0.6636843567657683,0.3240900250069464,0.25062517365934983,0.28657960544595723,0.5787718810780772,0.6707974437343707,0.37877188107807724,0.4308974715198666,0.20422339538760767,0.5520422339538761,0.7894415115309809,0.42106140594609615,0.4631286468463462,0.31725479299805504,0.6730758544040011,0.8397888302306196,0.45373714920811337,0.5077521533759377,0.34898582939705475
P4_alpha_power,0.28519033064740207,0.3343706585162545,0.5996665740483468,0.27707696582383995,0.07663239788830231,0.24534592942484024,0.35087524312308976,0.556876910252848,0.34098360655737703,0.07513198110586274,0.3848291191997777,0.5098082800777994,0.7184217838288414,0.5393164767991109,-0.09146985273687136,0.430175048624618,0.5669908307863295,0.7688246735204224,0.5841622672964712,-0.03806612948041123,0.36699083078632955,0.5796610169491525,0.7790497360377883,0.6559044178938594,-0.01089191442067241,0.268185607113087,0.4768546818560711,0.6998055015282023,0.587051958877466,0.035343150875243125,0.380050013892748,0.5447068630175048,0.7751597666018338,0.6599611003056405,-0.06201722700750208,0.5238677410391775,0.5782717421505974,1.0,0.7371492081133648,-0.10569602667407613,0.26640733537093636,0.38682967490969716,0.5697138093914976,0.4524034454015004,-0.10025006946373993,0.36082245068074464,0.3837732703528758,0.6479577660461239,0.37966101694915255,-0.011669908307863295,0.30664073353709365,0.4649069185884968,0.597054737427063,0.41922756321200333,0.04929146985273687,0.37760489024729094,0.41394831897749373,0.5677132536815782,0.43195332036676853,0.10080577938316199,0.10591831064184495,0.4173381494859683,0.6761322589608224,0.5044178938594054,0.021061405946096137,0.09408168935815504,0.28424562378438456,0.6564045568213392,0.407001944984718,-0.06507363156432343,0.2808002222839678,0.36260072242289526,0.5957210336204501,0.35448735759933314,0.05718255070853015,0.3332592386774104,0.4057793831619894,0.5969991664351209,0.33759377604890245,-0.007891080855793276,0.26440677966101694,0.4280633509308141,0.7038621839399833,0.5962767435398721,-0.21311475409836064,0.3461517088080022,0.45718255070853014,0.7011947763267574,0.5890525145873854,-0.07768824673520422,0.2998055015282023,0.4332870241733815,0.7876632397888302,0.6693525979438733,-0.20889135871075298
P4_beta_power,0.31403167546540706,0.3676021116976938,0.5269241455959989,0.44356765768268963,-0.1306474020561267,0.2441789385940539,0.3288691303139761,0.4281744929146985,0.4755209780494582,-0.1451514309530425,0.2944151153098083,0.5542650736315643,0.5847735482078356,0.7124201166990831,-0.28757988330091694,0.33637121422617394,0.5402611836621284,0.6029452625729369,0.7602667407613226,-0.2342873020283412,0.36782439566546266,0.5403167546540706,0.5637677132536816,0.7846068352320089,-0.19783273131425397,0.24645734926368434,0.47968880244512363,0.5097527090858572,0.8045568213392609,-0.17126979716587942,0.4054459572103362,0.5828285634898583,0.6392331203111975,0.8244512364545707,-0.22278410669630452,0.4307863295359822,0.5692136704640178,0.7371492081133648,1.0,-0.4079466518477355,0.24740205612670185,0.342039455404279,0.47413170325090304,0.6186718532925812,-0.308363434287302,0.3387051958877466,0.3721589330369547,0.5584328980272298,0.6866907474298416,-0.30686301750486245,0.33637121422617394,0.4904695748819116,0.602167268685746,0.5498193942761879,-0.049958321756043346,0.3646012781328147,0.4260627952208947,0.4289524868018894,0.5113642678521811,0.03200889135871075,0.11758821894970825,0.4063906640733537,0.535593220338983,0.6913031397610447,-0.194609613781606,0.15643234231731037,0.28880244512364545,0.45929424840233396,0.5687691025284801,-0.17043623228674631,0.22278410669630452,0.35737704918032787,0.48858016115587666,0.4442345095859961,-0.13225896082245067,0.2090580716865796,0.29502639622117255,0.418060572381217,0.4724645734926368,-0.24373437065851625,0.24912475687691024,0.38782995276465687,0.5137538205056961,0.722645179216449,-0.4188941372603501,0.26885245901639343,0.4018338427340928,0.5155876632397889,0.7425395943317589,-0.29597110308419006,0.3177549319255349,0.5099194220616838,0.6223395387607669,0.8929702695193109,-0.3297582661850514
P4_theta_beta_ratio,0.24529035843289804,0.2692970269519311,-0.13098082800777994,-0.19299805501528203,0.6335093081411504,0.32553487079744375,0.3262572936926924,0.013670464017782718,-0.1430953042511809,0.6182828563489858,0.33303695470964156,0.1737704918032787,-0.16888024451236455,-0.39699916643512084,0.7659349819394277,0.3530425118088358,0.32042233953876076,-0.1794943039733259,-0.42917477076965826,0.8109474854126146,0.20666851903306474,0.275465407057516,-0.2072242289524868,-0.2690191719922201,0.690302861906085,0.3262017227007502,0.3000833564879133,-0.16865796054459573,-0.364156710197277,0.771436510141706,0.3335370936371214,0.2845790497360378,-0.09030286190608502,-0.2629619338705196,0.6943595443178661,0.3993887190886357,0.4541261461517088,-0.10569602667407613,-0.4079466518477355,1.0,0.3993331480966935,0.4016671297582662,0.08168935815504307,-0.14187274242845235,0.5388719088635732,0.3061405946096138,0.3792720200055571,-0.05779383161989442,-0.22195054181717144,0.6073353709363712,-0.014448457904973604,0.1251458738538483,-0.1641011392053348,-0.22095026396221173,0.3648235621005835,0.06046123923312031,0.1558210614059461,-0.06112809113642678,-0.11453181439288691,0.3802167268685746,0.2478466240622395,0.3413170325090303,-0.07185329258127257,-0.3343150875243123,0.6509030286190608,0.32108919144206727,0.38621839399833285,-0.07185329258127257,-0.24706863017504863,0.5604334537371493,0.3876632397888302,0.4414559599888858,-0.0007224228952486802,-0.11736593498193942,0.66524034454015,0.2666296193387052,0.4195609891636566,-0.05568213392609058,-0.26735204223395387,0.656849124756877,0.360377882745207,0.30880800222283966,-0.1162545151430953,-0.2720200055570992,0.7000277854959711,0.29936093359266464,0.39222006112809116,-0.08074465129202556,-0.2845790497360378,0.6737982772992498,0.43595443178660737,0.3846624062239511,-0.10313976104473464,-0.3577660461239233,0.7817727146429564
