,Fp1_delta_power,Fp1_theta_power,Fp1_alpha_power,Fp1_beta_power,Fp1_theta_beta_ratio,Fp2_delta_power,Fp2_theta_power,Fp2_alpha_power,Fp2_beta_power,Fp2_theta_beta_ratio,F3_delta_power,F3_theta_power,F3_alpha_power,F3_beta_power,F3_theta_beta_ratio,F4_delta_power,F4_theta_power,F4_alpha_power,F4_beta_power,F4_theta_beta_ratio,C3_delta_power,C3_theta_power,C3_alpha_power,C3_beta_power,C3_theta_beta_ratio,C4_delta_power,C4_theta_power,C4_alpha_power,C4_beta_power,C4_theta_beta_ratio,P3_delta_power,P3_theta_power,P3_alpha_power,P3_beta_power,P3_theta_beta_ratio,P4_delta_power,P4_theta_power,P4_alpha_power,P4_beta_power,P4_theta_beta_ratio,O1_delta_power,O1_theta_power,O1_alpha_power,O1_beta_power,O1_theta_beta_ratio,O2_delta_power,O2_theta_power,O2_alpha_power,O2_beta_power,O2_theta_beta_ratio,F7_delta_power,F7_theta_power,F7_alpha_power,F7_beta_power,F7_theta_beta_ratio,F8_delta_power,F8_theta_power,F8_alpha_power,F8_beta_power,F8_theta_beta_ratio,T7_delta_power,T7_theta_power,T7_alpha_power,T7_beta_power,T7_theta_beta_ratio,T8_delta_power,T8_theta_power,T8_alpha_power,T8_beta_power,T8_theta_beta_ratio,P7_delta_power,P7_theta_power,P7_alpha_power,P7_beta_power,P7_theta_beta_ratio,P8_delta_power,P8_theta_power,P8_alpha_power,P8_beta_power,P8_theta_beta_ratio,Fz_delta_power,Fz_theta_power,Fz_alpha_power,Fz_beta_power,Fz_theta_beta_ratio,Cz_delta_power,Cz_theta_power,Cz_alpha_power,Cz_beta_power,Cz_theta_beta_ratio,Pz_delta_power,Pz_theta_power,Pz_alpha_power,Pz_beta_power,Pz_theta_beta_ratio
F3_delta_power,0.6677966101694915,0.4904140038899694,0.37543762156154487,0.14642956376771327,0.4386218393998333,0.6270075020839122,0.45501528202278413,0.25701583773270353,0.05773826062795221,0.4117254792998055,1.0,0.7114198388441234,0.523701028063351,0.35204223395387607,0.3847179772158933,0.7661016949152543,0.6577938316198945,0.3440400111141984,0.24178938594053903,0.3982772992497916,0.8121144762434009,0.7084745762711865,0.3827729924979161,0.4593498193942762,0.41144762434009446,0.6854126146151709,0.5586551819949986,0.1837732703528758,0.25056960266740763,0.4460683523200889,0.7194776326757433,0.558766323978883,0.4488469019171992,0.39149763823284245,0.2486246179494304,0.7438732981383718,0.5612670186162823,0.3848291191997777,0.2944151153098083,0.33303695470964156,0.66901917199222,0.5828841344818005,0.491914420672409,0.3316476799110864,0.23034176160044456,0.7299805501528203,0.5249235898860795,0.3847179772158933,0.2225618227285357,0.29497082522923035,0.6201722700750208,0.5907196443456516,0.45379272020005557,0.3273687135315365,0.33398166157265907,0.6519033064740206,0.5696026674076132,0.4145040288969158,0.2985273687135315,0.3918866351764379,0.5413726035009725,0.6726868574604057,0.574381772714643,0.3576549041400389,0.3784940261183662,0.5424840233398166,0.511864406779661,0.4122811892192276,0.35748819116421227,0.1865518199499861,0.6716310086135038,0.5884968046679633,0.49397054737427065,0.3262572936926924,0.3231453181439289,0.6903584328980272,0.614003889969436,0.36521255904417893,0.28685746040566823,0.239622117254793,0.6760766879688802,0.5647679911086413,0.42728535704362325,0.3694359544317866,0.1827174215059739,0.6646290636287858,0.5606557377049181,0.3610447346485135,0.37343706585162545,0.1955543206446235,0.7008613503751042,0.559044178938594,0.4307863295359822,0.33414837454848567,0.24134481800500138
F3_theta_power,0.5101417060294526,0.5855515420950264,0.5079188663517644,0.3483745484856905,0.2919699916643512,0.43923312031119754,0.5387607668796888,0.4215059738816338,0.24873575993331482,0.2828007779938872,0.7114198388441234,1.0,0.7065295915532093,0.6424006668519033,0.28352320088913585,0.5555432064462351,0.8483467629897193,0.5962767435398721,0.5218671853292581,0.2880244512364546,0.4850791886635176,0.8461794943039733,0.505918310641845,0.6688524590163935,0.3208669074742984,0.40744651292025563,0.6963045290358433,0.3918310641844957,0.5012503473186997,0.32125590441789387,0.5505973881633787,0.7291469852736872,0.5923867741039177,0.5860516810225063,0.20483467629897192,0.5136426785218117,0.6946929702695193,0.5098082800777994,0.5542650736315643,0.1737704918032787,0.5307585440400111,0.5869963878855238,0.4918588496804668,0.4734648513475965,0.073853848291192,0.5098082800777994,0.47935537649347043,0.4406779661016949,0.37799388719088634,0.12586829674909697,0.41650458460683526,0.6673520422339538,0.6330091692136705,0.47629897193664905,0.22100583495415393,0.4671853292581273,0.6193387051958877,0.529924979160878,0.48068908030008334,0.29413726035009724,0.2792998055015282,0.711308696860239,0.6411781050291747,0.4988607946651848,0.25384829119199775,0.3039177549319255,0.5349263684356765,0.4183939983328702,0.4544040011114198,0.13459294248402334,0.4163378716310086,0.6125034731869964,0.5309808280077799,0.4004445679355377,0.2478466240622395,0.39155320922478465,0.610502917477077,0.42289524868018896,0.38188385662684077,0.10958599611003056,0.47096415671019726,0.7274798555154209,0.6117810502917477,0.6132258960822451,0.08885801611558766,0.4216726868574604,0.7030286190608502,0.5029730480689081,0.557154765212559,0.14609613781606,0.5576549041400389,0.7701583773270353,0.5414281744929147,0.6156710197277021,0.20066685190330646
F3_alpha_power,0.3287024173381495,0.35632120033342596,0.6915809947207557,0.2621283689913865,0.16071130869686023,0.22278410669630452,0.3530425118088358,0.5781050291747708,0.18860794665184774,0.18966379549874965,0.523701028063351,0.7065295915532093,1.0,0.7114198388441234,-0.06112809113642678,0.3947207557654904,0.5885523756599055,0.842845234787441,0.6297860516810225,-0.05868296749096971,0.38682967490969716,0.5747707696582384,0.8653514865240345,0.670352875798833,-0.023673242567379828,0.24556821339260906,0.41600444567935535,0.5872186718532926,0.5171436510141706,-0.027729924979160877,0.3772714642956377,0.47302028341205893,0.7717143651014171,0.6238955265351487,-0.15181994998610726,0.33842734092803556,0.37249235898860794,0.7184217838288414,0.5847735482078356,-0.16888024451236455,0.308085579327591,0.38527368713531535,0.601889413726035,0.40311197554876355,-0.05323701028063351,0.3917199222006113,0.3260350097249236,0.6128368991386496,0.28858016115587665,0.053570436232286744,0.4546818560711309,0.5564879133092526,0.8176715754376216,0.4705195887746596,0.16732425673798276,0.4198388441233676,0.45012503473187,0.7598221728257849,0.45534870797443733,0.13042511808835788,0.16910252848013338,0.46635176437899417,0.845012503473187,0.5375937760489025,0.026173937204779105,0.10208391219783274,0.26635176437899416,0.6581272575715477,0.3750486246179494,-0.08057793831619894,0.2561267018616282,0.362267296471242,0.7288135593220338,0.43395387607668795,-0.010280633509308142,0.35520978049458185,0.42017227007502084,0.6892470130591831,0.3580994720755766,-0.03212003334259517,0.25923867741039175,0.5185329258127258,0.8716865796054459,0.6497916087802167,-0.16799110864128924,0.31842178382884134,0.4321200333425952,0.771436510141706,0.6325090302861907,-0.16832453459294247,0.25823839955543204,0.4135037510419561,0.7664351208669075,0.6353431508752431,-0.1927757710475132
F3_beta_power,0.38405112531258684,0.4425673798277299,0.6295081967213115,0.6131147540983607,-0.2090580716865796,0.2923589886079467,0.3836621283689914,0.4790775215337594,0.45996110030564047,-0.15893303695470964,0.35204223395387607,0.6424006668519033,0.7114198388441234,1.0,-0.4739094192831342,0.26963045290358434,0.5025840511253126,0.6938594053903863,0.8779661016949153,-0.3812725757154765,0.29963878855237563,0.4855793275909975,0.5778271742150597,0.7868852459016393,-0.26524034454015005,0.09196999166435121,0.3357043623228675,0.4727979994442901,0.6830786329535983,-0.2746874131703251,0.2666851903306474,0.45195887746596275,0.5971103084190053,0.7317588218949709,-0.3317588218949708,0.17082522923034177,0.3041956098916366,0.5393164767991109,0.7124201166990831,-0.39699916643512084,0.21294804112253404,0.2786885245901639,0.486524034454015,0.5340372325646012,-0.2984162267296471,0.33826062795220896,0.31103084190052793,0.5123645457071409,0.44529035843289805,-0.09580439010836343,0.37004723534315087,0.5052514587385385,0.7237565990552931,0.7093637121422618,-0.1377604890247291,0.30964156710197277,0.4171714365101417,0.5579883300916921,0.6110586273964991,-0.11986662961933871,0.07929980550152821,0.3282022784106696,0.6195054181717143,0.6960266740761323,-0.23895526535148653,-0.008446790775215337,0.15120866907474298,0.4100583495415393,0.5288135593220339,-0.2618505140316755,0.15532092247846624,0.27707696582383995,0.5143095304251181,0.4737982772992498,-0.20583495415393166,0.17599333148096694,0.2566268407891081,0.4764656849124757,0.5111975548763545,-0.3036954709641567,0.19394276187829954,0.46451792164490135,0.6351208669074743,0.8220061128091136,-0.45201444845790495,0.1694359544317866,0.3523200889135871,0.5090302861906085,0.7450958599611003,-0.33720477910530705,0.1874409558210614,0.34287302028341204,0.5899416504584607,0.8137816060016672,-0.40944706863017505
F3_theta_beta_ratio,0.23073075854404002,0.22689636010002778,-0.1360377882745207,-0.29936093359266464,0.7161433731592108,0.29041400388996946,0.27352042233953877,-0.01972770213948319,-0.24112253403723258,0.6456237843845513,0.3847179772158933,0.28352320088913585,-0.06112809113642678,-0.4739094192831342,1.0,0.329369269241456,0.32053348152264516,-0.1812170047235343,-0.47529869408168934,0.887579883300917,0.2430675187552098,0.33659349819394274,-0.12853570436232287,-0.21100305640455683,0.764156710197277,0.38627396499027505,0.3346485134759655,-0.14459572103362045,-0.2864684634620728,0.7636010002778549,0.35532092247846625,0.28519033064740207,-0.06246179494303973,-0.2552931369824951,0.7071964434565157,0.3707696582383996,0.35548763545429285,-0.09146985273687136,-0.28757988330091694,0.7659349819394277,0.4208391219783273,0.38432898027229784,0.02467352042233954,-0.12998055015282023,0.5594887468741317,0.2616838010558488,0.2701305918310642,-0.05190330647402056,-0.12825784940261184,0.423728813559322,0.08752431230897471,0.1532092247846624,-0.11897749374826341,-0.29152542372881357,0.48046679633231454,0.19327590997499305,0.23073075854404002,-0.02278410669630453,-0.17399277577104752,0.5527646568491248,0.30575159766601834,0.4015559877743818,0.00477910530702973,-0.3116976938038344,0.6909141428174493,0.4057793831619894,0.42856348985829396,-0.007279799944429008,-0.1595443178660739,0.5519310919699917,0.3954987496526813,0.4233953876076688,0.04406779661016949,-0.12986940816893583,0.6559044178938594,0.3145318143928869,0.4332870241733815,0.005334815226451792,-0.20050013892747987,0.5887190886357322,0.3450402889691581,0.25790497360377884,-0.0937482634065018,-0.2772992497916088,0.7289247013059184,0.32470130591831065,0.35026396221172545,-0.059349819394276186,-0.2799666574048347,0.6345095859961101,0.4618505140316755,0.4306751875520978,-0.05907196443456516,-0.29291469852736873,0.7779383161989442
F4_delta_power,0.6993609335926646,0.5084745762711864,0.3485412614615171,0.10425118088357878,0.45734926368435674,0.6953598221728258,0.5206446235065296,0.32292303417616003,0.12742428452347873,0.4174492914698527,0.7661016949152543,0.5555432064462351,0.3947207557654904,0.26963045290358434,0.329369269241456,1.0,0.7298138371769937,0.36787996665740486,0.3220338983050847,0.36098916365657124,0.7413170325090302,0.6122811892192276,0.3217560433453737,0.3538205056960267,0.4152264517921645,0.7645457071408724,0.5100305640455682,0.20200055570991943,0.32375659905529314,0.3686579605445957,0.784106696304529,0.5812170047235343,0.3717143651014171,0.34231731036399,0.30313976104473467,0.78866351764379,0.6467907752153376,0.430175048624618,0.33637121422617394,0.3530425118088358,0.6926924145595998,0.5583773270352875,0.3951653237010281,0.23195332036676855,0.29952764656849123,0.7807168657960545,0.5560989163656571,0.4387885523756599,0.3488191164212281,0.17893859405390386,0.5049736037788275,0.4432342317310364,0.3029174770769658,0.2007224228952487,0.2990830786329536,0.7403167546540705,0.6452347874409559,0.45384829119199777,0.446901917199222,0.34281744929146984,0.5270352875798833,0.601333703806613,0.4414003889969436,0.2966935259794387,0.38505140316754655,0.5409280355654349,0.4969158099472076,0.3991664351208669,0.3886079466518477,0.15432064462350653,0.7277021394831897,0.5857738260627953,0.43073075854404,0.46335093081411505,0.24490136148930258,0.780050013892748,0.6571825507085302,0.43495415393164766,0.3216449013614893,0.2532925812725757,0.7018616282300639,0.5434843011947763,0.3370936371214226,0.36493470408446793,0.1963323145318144,0.7959988885801611,0.5728257849402612,0.3019171992220061,0.36893581550430676,0.2182272853570436,0.7365379272020005,0.5409280355654349,0.3390386218393998,0.3316476799110864,0.22684078910808558
F4_theta_power,0.5747707696582384,0.6503473186996388,0.5164212281189219,0.31208669074742984,0.3813281467074187,0.5540427896637955,0.698638510697416,0.5393720477910531,0.3233120311197555,0.40600166712975827,0.6577938316198945,0.8483467629897193,0.5885523756599055,0.5025840511253126,0.32053348152264516,0.7298138371769937,1.0,0.6131147540983607,0.5125868296749096,0.41894970825229233,0.5130869686023896,0.8392886913031398,0.42934148374548486,0.5591553209224784,0.421561544873576,0.5322589608224507,0.7558210614059461,0.3899416504584607,0.47713253681578216,0.4342873020283412,0.6691303139761045,0.8213392609058072,0.5682689636010003,0.5614893025840512,0.33659349819394274,0.6371214226173937,0.8099472075576549,0.5669908307863295,0.5402611836621284,0.32042233953876076,0.5923312031119755,0.6519588774659628,0.5066407335370936,0.4631842178382884,0.12386774103917755,0.6051125312586829,0.5849958321756044,0.4661294804112253,0.4188385662684079,0.17777160322311752,0.36704640177827175,0.640177827174215,0.5507085301472632,0.40866907474298414,0.26429563767713254,0.5509863851069742,0.684356765768269,0.5205334815226452,0.47435398721867184,0.3632675743262017,0.2561822728535704,0.7014170602945262,0.5440955821061406,0.419672131147541,0.3200333425951653,0.41033620450125036,0.6531258682967491,0.47174215059738817,0.40200055570991944,0.25696026674076133,0.5599333148096693,0.7517088080022228,0.5262572936926924,0.4047235343150875,0.3633787163100861,0.5146429563767714,0.739094192831342,0.4694637399277577,0.3583773270352876,0.24795776604612393,0.5532092247846624,0.7922756321200334,0.5733259238677411,0.554987496526813,0.23467629897193665,0.5767713253681578,0.7817727146429564,0.44623506529591556,0.47096415671019726,0.30241733814948596,0.690580716865796,0.8258405112531259,0.525090302861906,0.5635454292859128,0.3162545151430953
F4_alpha_power,0.24762434009447068,0.3251458738538483,0.6812447902195055,0.2712420116699083,0.07479855515420951,0.1891080855793276,0.35187552097804947,0.6033898305084746,0.2530702973048069,0.10508474576271186,0.3440400111141984,0.5962767435398721,0.842845234787441,0.6938594053903863,-0.1812170047235343,0.36787996665740486,0.6131147540983607,1.0,0.767379827729925,-0.17982772992497917,0.22934148374548485,0.5262572936926924,0.7798833009169214,0.6210614059460962,-0.05023617671575437,0.15365379272020005,0.392998055015282,0.7003056404556821,0.5706585162545151,-0.1135871075298694,0.26540705751597665,0.46996387885523755,0.7485412614615171,0.6328424562378439,-0.19238677410391775,0.3295915532092248,0.41455959988885804,0.7688246735204224,0.6029452625729369,-0.1794943039733259,0.16865796054459573,0.257404834676299,0.5191997777160322,0.4128924701305918,-0.19560989163656572,0.28530147263128647,0.2341205890525146,0.5768268963601,0.3064184495693248,-0.03634342873020283,0.2966379549874965,0.47735482078355096,0.6977493748263407,0.4903584328980272,0.053181439288691304,0.367657682689636,0.43389830508474575,0.6943039733259239,0.5091969991664351,0.03456515698805224,-0.06946373992775771,0.25379272020005555,0.6672964712420116,0.499194220616838,-0.1413726035009725,-0.009780494581828286,0.2125034731869964,0.6570158377327036,0.4143373159210892,-0.1568213392609058,0.12675743262017228,0.2485690469574882,0.5587107529869408,0.3233120311197555,-0.05557099194220617,0.26618505140316756,0.36282300639066406,0.6370102806335093,0.3687135315365379,-0.07991108641289248,0.1837176993609336,0.5009724923589886,0.8363434287302028,0.6311753264795776,-0.17510419560989163,0.27813281467074186,0.4297860516810225,0.6941372603500973,0.6492358988607947,-0.19299805501528203,0.1612670186162823,0.3551542095026396,0.7228118921922756,0.6276187829952765,-0.2325090302861906
F4_beta_power,0.34265073631564325,0.34704084467907753,0.5700472353431508,0.4936371214226174,-0.2092247846624062,0.27174215059738815,0.3495415393164768,0.4622395109752709,0.4388441233676021,-0.16454570714087247,0.24178938594053903,0.5218671853292581,0.6297860516810225,0.8779661016949153,-0.47529869408168934,0.3220338983050847,0.5125868296749096,0.767379827729925,1.0,-0.4744651292025563,0.24912475687691024,0.44334537371492083,0.5590997499305362,0.7483745484856905,-0.2692970269519311,0.11286468463462072,0.3001389274798555,0.48869130313976106,0.7778271742150598,-0.36999166435120867,0.2901361489302584,0.43834398444012224,0.5631564323423173,0.7443178660739094,-0.354709641567102,0.24112253403723258,0.33475965545985,0.5841622672964712,0.7602667407613226,-0.42917477076965826,0.1666574048346763,0.20828007779938873,0.4118366212836899,0.47729924979160876,-0.3179772158933037,0.3793831619894415,0.31919977771603225,0.5786607390941928,0.5410947485412615,-0.17493748263406503,0.2640177827174215,0.3926646290636288,0.626674076132259,0.6634620727979994,-0.20133370380661295,0.3370380661294804,0.39166435120866905,0.5265907196443457,0.6652959155320922,-0.17438177271464295,-0.028341205890525144,0.20144484579049737,0.5093637121422617,0.6399555432064462,-0.31414281744929146,-0.02784106696304529,0.14170602945262573,0.46007224228952487,0.6027785495971103,-0.3487635454292859,0.11647679911086413,0.21639344262295082,0.44751319811058626,0.39038621839399834,-0.2017227007502084,0.18777438177271463,0.2541261461517088,0.5101417060294526,0.5490969713809392,-0.32909141428174493,0.2271742150597388,0.4322311753264796,0.616171158655182,0.8081689358155043,-0.4514587385384829,0.21683801055848848,0.3377049180327869,0.5109752709085857,0.8170602945262573,-0.4217838288413448,0.18293970547374272,0.30675187552097805,0.5602111697693803,0.7982217282578494,-0.40322311753264795
F4_theta_beta_ratio,0.2531814392886913,0.3351486524034454,-0.0656849124756877,-0.189219227563212,0.6811892192275633,0.30975270908585717,0.37343706585162545,0.075743262017227,-0.11464295637677133,0.6262850791886635,0.3982772992497916,0.2880244512364546,-0.05868296749096971,-0.3812725757154765,0.887579883300917,0.36098916365657124,0.41894970825229233,-0.17982772992497917,-0.4744651292025563,1.0,0.27913309252570156,0.35976660183384274,-0.16493470408446792,-0.20300083356487914,0.7609891636565713,0.4055570991942206,0.3720477910530703,-0.14754098360655737,-0.3103639899972214,0.8354542928591275,0.36499027507641013,0.3532092247846624,-0.04017782717421506,-0.20483467629897192,0.7271464295637677,0.38305084745762713,0.42406223951097527,-0.03806612948041123,-0.2342873020283412,0.8109474854126146,0.4437899416504585,0.4530702973048069,0.10891914420672409,-0.05723812170047236,0.5373714920811337,0.23767713253681577,0.30652959155320925,-0.08407891080855794,-0.16071130869686023,0.4916921367046402,0.11936649069185885,0.24262295081967214,-0.05284801333703806,-0.19872186718532925,0.4607946651847735,0.1701028063350931,0.25818282856348984,-0.02900805779383162,-0.1980550152820228,0.5883856626840789,0.3209224784662406,0.4785773826062795,0.039288691303139764,-0.2494026118366213,0.7168102250625173,0.4702973048068908,0.4982495137538205,0.015170880800222284,-0.21767157543762156,0.6675743262017227,0.4736871353153654,0.5273687135315366,0.09119199777716032,-0.029563767713253683,0.656348985829397,0.30341761600444567,0.4883023061961656,-0.010836343428730202,-0.19966657404834676,0.6223951097527091,0.33948318977493747,0.33831619894415116,-0.07001944984717977,-0.246901917199222,0.7470408446790775,0.3042511808835788,0.3774937482634065,-0.08841344818005001,-0.3054181717143651,0.6936926924145596,0.505918310641845,0.48074465129202554,-0.017671575437621562,-0.2334537371492081,0.752820227841067
C3_delta_power,0.7536537927202,0.5616560155598778,0.42639622117254794,0.1982217282578494,0.42645179216449014,0.6922478466240622,0.4913587107529869,0.30452903584328983,0.13353709363712143,0.3704918032786885,0.8121144762434009,0.4850791886635176,0.38682967490969716,0.29963878855237563,0.2430675187552098,0.7413170325090302,0.5130869686023896,0.22934148374548485,0.24912475687691024,0.27913309252570156,1.0,0.6715754376215616,0.34081689358155043,0.4694081689358155,0.34454015004167826,0.7191997777160323,0.48341205890525146,0.08080022228396777,0.31408724645734926,0.3517088080022228,0.7709363712142262,0.5503195332036677,0.39055293136982494,0.3898305084745763,0.2820227841066963,0.7098082800777994,0.5035843289802723,0.36699083078632955,0.36782439566546266,0.20666851903306474,0.7502083912197832,0.5778271742150597,0.47396499027507644,0.24884690191719921,0.32686857460405666,0.7518755209780494,0.5692136704640178,0.4565712697971659,0.3487079744373437,0.2081689358155043,0.6388996943595443,0.5982772992497916,0.4080577938316199,0.3200889135871075,0.36160044456793555,0.5938316198944151,0.4894137260350097,0.3452625729369269,0.3115309808280078,0.2923034176160044,0.6515143095304251,0.6481800500138928,0.5030841900527925,0.3577104751319811,0.3641011392053348,0.621561544873576,0.46990830786329535,0.3919977771603223,0.32358988607946654,0.19222006112809115,0.7792720200055571,0.6010558488469019,0.5463184217838288,0.4025006946373993,0.25784940261183664,0.716421228118922,0.548541261461517,0.4267852181161434,0.39316476799110867,0.1170880800222284,0.7377604890247291,0.46151708808002223,0.33720477910530705,0.4207835509863851,0.03884412336760211,0.7043067518755209,0.49202556265629344,0.29163656571269797,0.44223395387607667,0.09619338705195887,0.7263684356765768,0.5138093914976383,0.4043345373714921,0.39883300916921366,0.12375659905529314
C3_theta_power,0.5869963878855238,0.643678799666574,0.4786885245901639,0.2925257015837733,0.4088357877188108,0.5221450402889691,0.6075020839121978,0.4477910530702973,0.24829119199777716,0.3823839955543206,0.7084745762711865,0.8461794943039733,0.5747707696582384,0.4855793275909975,0.33659349819394274,0.6122811892192276,0.8392886913031398,0.5262572936926924,0.44334537371492083,0.35976660183384274,0.6715754376215616,1.0,0.5257015837732704,0.693525979438733,0.4786885245901639,0.5115865518199499,0.7704918032786885,0.33542650736315643,0.48457904973603777,0.44762434009447066,0.703250903028619,0.8714087246457349,0.6388441233676021,0.6438455126424006,0.31842178382884134,0.6224506807446513,0.767657682689636,0.5796610169491525,0.5403167546540706,0.275465407057516,0.6137260350097249,0.6662961933870519,0.5242011669908307,0.43262017227007504,0.2170602945262573,0.6126146151708808,0.5860516810225063,0.4631286468463462,0.3775493192553487,0.22200611280911364,0.4126146151708808,0.7227563212003334,0.5551542095026396,0.4162823006390664,0.33753820505696025,0.48791330925257015,0.6089469297026951,0.46990830786329535,0.4277299249791609,0.3575993331480967,0.39316476799110867,0.8051681022506252,0.6149485968324535,0.44634620727979996,0.38338427340928033,0.4277854959711031,0.6376771325368158,0.45368157821617117,0.3888858016115588,0.2745762711864407,0.5872742428452348,0.7206446235065296,0.5360377882745208,0.3390386218393998,0.4090025006946374,0.4820783550986385,0.6900805779383162,0.4530702973048069,0.336926924145596,0.23500972492358987,0.5620450125034732,0.7414281744929146,0.5718810780772436,0.5962767435398721,0.14353987218671854,0.5472075576549041,0.8040011114198389,0.5013059183106419,0.5732703528757989,0.21222561822728536,0.678188385662684,0.8419005279244235,0.5969435954431787,0.594609613781606,0.28691303139761043
C3_alpha_power,0.23995554320644624,0.24751319811058628,0.5872742428452348,0.13753820505696027,0.12636843567657682,0.12053348152264518,0.2215059738816338,0.524256737982773,0.1225896082245068,0.14281744929146986,0.3827729924979161,0.505918310641845,0.8653514865240345,0.5778271742150597,-0.12853570436232287,0.3217560433453737,0.42934148374548486,0.7798833009169214,0.5590997499305362,-0.16493470408446792,0.34081689358155043,0.5257015837732704,1.0,0.6961378160600167,-0.10230619616560156,0.22495137538205057,0.3526535148652403,0.6610725201444846,0.5060294526257294,-0.08869130313976105,0.3389830508474576,0.43917754931925534,0.7942761878299528,0.6628507918866352,-0.2565712697971659,0.31503195332036676,0.3163100861350375,0.7790497360377883,0.5637677132536816,-0.2072242289524868,0.21272575715476522,0.31297582661850515,0.5510975270908586,0.39972214504028897,-0.10247290914142818,0.3357043623228675,0.2889691580994721,0.6130036121144763,0.28663517643789943,-0.002389552653514865,0.3856071130869686,0.45362600722422897,0.6621839399833287,0.3431508752431231,0.14342873020283411,0.33659349819394274,0.31225340372325644,0.6898582939705473,0.3867741039177549,0.05684912475687691,0.22133926090580716,0.41394831897749373,0.8195054181717144,0.5737704918032787,-0.04262295081967213,0.03934426229508197,0.167379827729925,0.663350930814115,0.3414837454848569,-0.1413726035009725,0.21305918310641844,0.246901917199222,0.6218393998332871,0.3345929424840233,-0.042678521811614335,0.3089191442067241,0.31736593498193943,0.6042789663795499,0.23995554320644624,0.01611558766323979,0.17982772992497917,0.3863295359822173,0.8206168380105585,0.6127257571547652,-0.26073909419283137,0.33125868296749095,0.37671575437621563,0.7725479299805501,0.6029452625729369,-0.21161433731592108,0.17271464295637678,0.3220338983050847,0.8455126424006668,0.5963878855237565,-0.2542372881355932
C3_beta_power,0.41689358155043066,0.448791330925257,0.5505418171714365,0.46001667129758267,-0.042289524868018895,0.3190886357321478,0.37954987496526815,0.4128368991386496,0.42383995554320647,-0.059183106418449566,0.4593498193942762,0.6688524590163935,0.670352875798833,0.7868852459016393,-0.21100305640455683,0.3538205056960267,0.5591553209224784,0.6210614059460962,0.7483745484856905,-0.20300083356487914,0.4694081689358155,0.693525979438733,0.6961378160600167,1.0,-0.2262295081967213,0.22634065018060573,0.4988607946651848,0.4775215337593776,0.7346485134759655,-0.12047791053070298,0.43039733259238677,0.6273409280355654,0.7026396221172548,0.845290358432898,-0.2335648791330925,0.3909974993053626,0.48241178105029175,0.6559044178938594,0.7846068352320089,-0.2690191719922201,0.3397054737427063,0.424784662406224,0.5215337593776049,0.5823839955543206,-0.17993887190886357,0.4701305918310642,0.44012225618227285,0.5932203389830508,0.5144762434009447,-0.07235343150875242,0.3791608780216727,0.5462628507918866,0.6405668241178105,0.5629341483745485,0.005334815226451792,0.3370380661294804,0.41694915254237286,0.5490969713809392,0.5760489024729092,-0.034009447068630176,0.2744651292025563,0.490302861906085,0.6957488191164213,0.720200055570992,-0.1062517365934982,0.1308141150319533,0.30308419005279247,0.5041400388996944,0.566046123923312,-0.16326757432620173,0.29952764656849123,0.4142261739372048,0.5792720200055571,0.38971936649069183,-0.00022228396776882467,0.2764656849124757,0.3685468185607113,0.49413726035009725,0.4511253125868297,-0.15732147818838566,0.3044178938594054,0.49502639622117256,0.6491803278688525,0.8477354820783551,-0.443123089747152,0.29719366490691856,0.5001944984717978,0.5400944706863018,0.7693248124479022,-0.25357043623228676,0.3488191164212281,0.525868296749097,0.7003056404556821,0.832898027229786,-0.23867741039177548
C3_theta_beta_ratio,0.3433731592108919,0.3422617393720478,-0.037065851625451514,-0.1216449013614893,0.6229508196721312,0.33714920811336485,0.3347040844679077,0.07979994442900806,-0.2117254792998055,0.6487357599333148,0.41144762434009446,0.3208669074742984,-0.023673242567379828,-0.26524034454015005,0.764156710197277,0.4152264517921645,0.421561544873576,-0.05023617671575437,-0.2692970269519311,0.7609891636565713,0.34454015004167826,0.4786885245901639,-0.10230619616560156,-0.2262295081967213,1.0,0.45595998888580164,0.40589052514587387,-0.11519866629619338,-0.19755487635454294,0.7841622672964712,0.43039733259238677,0.40416782439566545,0.01611558766323979,-0.1126424006668519,0.6925257015837732,0.35126424006668516,0.4057793831619894,-0.01089191442067241,-0.19783273131425397,0.690302861906085,0.46562934148374546,0.44212281189219227,0.15376493470408448,-0.08430119477632676,0.561989441511531,0.30230619616560156,0.3379272020005557,-0.009335926646290637,-0.09474854126146151,0.48869130313976106,0.20839121978327313,0.3306474020561267,0.027785495971103084,-0.06412892470130592,0.45395943317588217,0.2927479855515421,0.3305918310641845,0.039622117254793,-0.05551542095026396,0.54231731036399,0.27268685746040566,0.4702973048068908,0.026118366212836898,-0.21305918310641844,0.6606835232008892,0.44856904695748817,0.4691303139761045,0.031119755487635455,-0.16176715754376217,0.6266185051403168,0.45790497360377885,0.4732981383717699,0.07318699638788552,0.01856071130869686,0.5637121422617394,0.3590997499305363,0.5190886357321478,0.08524590163934426,-0.08446790775215338,0.5580994720755765,0.4133370380661295,0.41039177549319256,-0.01044734648513476,-0.1611558766323979,0.7718810780772437,0.41589330369547095,0.4586829674909697,0.0006112809113642679,-0.13025840511253126,0.6105584884690192,0.5018616282300639,0.48607946651847733,0.010391775493192553,-0.17271464295637678,0.7015837732703529
