feature_set,n_features,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,recall_mean,recall_std
Regional theta/beta ratio features,5,0.6452631578947368,0.07930445558668363,0.6477777777777778,0.07341746016303019,0.6500956937799043,0.13130006112217027,0.662888888888889,0.12579740718441296,0.6295970695970696,0.05601469225689595,0.711111111111111,0.2104668532009169
Channel-level theta/beta ratio features,19,0.6563157894736842,0.05272623067944501,0.6577777777777778,0.05438772555786855,0.7019197312561156,0.037595776902171446,0.7066666666666668,0.10294430952800414,0.6285994397759103,0.05855403117703965,0.8133333333333332,0.1161948129991233
All theta/beta ratio features,24,0.6357894736842106,0.0718878782272163,0.6366666666666666,0.07058835633008265,0.6583406363457515,0.09466649228044229,0.6888888888888889,0.10726683009908591,0.6229395604395604,0.06717861586230563,0.731111111111111,0.185445742622445
