feature,importance
F8_Fz_theta_connectivity,0.00030582294652626213
C4_Cz_beta_connectivity,0.00030525305664478344
Fp2_O1_alpha_connectivity,0.00030308311438816756
Fp1_P4_delta_connectivity,0.00030146148528064053
P4_P8_theta_connectivity,0.00029951958089814517
F3_C4_delta_connectivity,0.0002964789645359687
C4_Pz_theta_connectivity,0.00029590007081274926
F7_Fz_delta_connectivity,0.0002951245861058899
C4_P3_delta_connectivity,0.00029390348768478793
Fp2_C4_beta_connectivity,0.00029308070781427364
C3_T7_delta_connectivity,0.0002926081764560643
P4_O2_theta_connectivity,0.00029140551686937164
F4_P7_delta_connectivity,0.00028727907509267756
O2_Pz_delta_connectivity,0.0002855881016228418
Fp2_T7_delta_connectivity,0.00028557438072915467
F3_Cz_delta_connectivity,0.00028467036603567616
F3_P3_theta_connectivity,0.0002823950257403188
frontal_temporal_beta_connectivity,0.0002821998477502849
C3_Cz_delta_connectivity,0.0002805132808897248
T8_P8_delta_connectivity,0.0002774043600628781
Fp2_F7_theta_connectivity,0.0002768399271056966
Fz_Cz_theta_connectivity,0.0002760617643334409
P7_Pz_delta_connectivity,0.0002739259054013203
C3_O1_theta_connectivity,0.0002738097546207259
F8_Fz_alpha_connectivity,0.00026918933776824396
Fp2_P8_theta_connectivity,0.00026630439598865113
F3_O1_delta_connectivity,0.00026602408306532216
C3_P4_theta_connectivity,0.00026573592267898195
C4_P8_alpha_connectivity,0.0002622727277948538
C3_O1_alpha_connectivity,0.0002584459552505919
Fp2_P3_theta_connectivity,0.00025833795789599037
T7_T8_theta_connectivity,0.00025773334767267944
F3_Pz_beta_connectivity,0.00025623376958398847
F3_C3_alpha_connectivity,0.00025594442505272904
P7_P8_alpha_connectivity,0.0002521807845461558
F4_Cz_delta_connectivity,0.0002518120741651461
F3_P3_alpha_connectivity,0.0002503730266002386
C3_P8_alpha_connectivity,0.0002494379881686789
C4_F7_delta_connectivity,0.0002489772236416358
F7_F8_theta_connectivity,0.0002486631250182892
F3_P7_delta_connectivity,0.0002459923465139991
F4_Fz_alpha_connectivity,0.00024580999625680393
C3_P7_beta_connectivity,0.00024523233301622263
C4_T7_alpha_connectivity,0.00024368867702699812
P4_Fz_delta_connectivity,0.0002433636448029053
O2_Pz_theta_connectivity,0.00024172360858709804
Fp2_O1_theta_connectivity,0.0002411059161900727
O2_P7_delta_connectivity,0.00024012920561596051
frontal_parietal_theta_connectivity,0.0002394037461411322
P4_Pz_alpha_connectivity,0.00023797943202514968
C4_F8_theta_connectivity,0.00023659609518354675
T7_P8_beta_connectivity,0.00023650261462385721
Fp1_Fp2_delta_connectivity,0.0002362179289089115
Fp2_F3_theta_connectivity,0.00023126043109062016
F8_T7_beta_connectivity,0.000230552272162358
P7_Fz_beta_connectivity,0.00022964224053970408
F7_F8_delta_connectivity,0.00022917909642010016
temporal_occipital_beta_connectivity,0.0002272164008393784
F4_F7_beta_connectivity,0.0002253503743235484
F7_T7_delta_connectivity,0.00022308011889133987
Fp1_O2_delta_connectivity,0.0002230577781132904
F4_O1_beta_connectivity,0.00022189990928811966
C4_F8_alpha_connectivity,0.0002186682987376622
P3_T7_delta_connectivity,0.00021833046961304136
F8_P7_beta_connectivity,0.00021670907934503246
P4_T7_alpha_connectivity,0.00021668444438363634
F4_T8_theta_connectivity,0.00021580916111311796
F4_Cz_beta_connectivity,0.00021462382917113905
T8_Pz_theta_connectivity,0.00021411683160993958
Fp1_T8_theta_connectivity,0.00021133292196237927
F3_F4_delta_connectivity,0.00021011164450839063
O2_P8_beta_connectivity,0.0002089026925678599
P4_F8_beta_connectivity,0.00020806488283787251
frontal_temporal_theta_connectivity,0.0002069261485280462
Fp2_F8_delta_connectivity,0.00020689584436279723
C3_Cz_theta_connectivity,0.00020412591452022172
F3_Pz_alpha_connectivity,0.0001991376261358445
C3_P8_beta_connectivity,0.0001990215968756907
F4_C3_delta_connectivity,0.0001957462182791493
O2_T7_beta_connectivity,0.00019481976498297618
O2_P8_alpha_connectivity,0.00019334282696629285
F7_Fz_beta_connectivity,0.00019206753370174754
F3_F4_alpha_connectivity,0.0001913142417069049
C4_P8_theta_connectivity,0.0001887996406476673
O2_T7_theta_connectivity,0.00018879014463698217
T8_Cz_beta_connectivity,0.0001878226647434898
T8_Cz_delta_connectivity,0.00018677868284432508
P3_F7_theta_connectivity,0.00018667011718526255
O1_Cz_beta_connectivity,0.00018553571045617712
Fp1_C3_alpha_connectivity,0.0001800138491556541
T7_T8_delta_connectivity,0.00017913022617827845
Fz_Pz_beta_connectivity,0.00017844706442186875
Fp1_Pz_delta_connectivity,0.00017791101111744973
O2_Fz_theta_connectivity,0.0001774755510922076
C4_T8_delta_connectivity,0.00017563691157727824
