feature,importance
C4_P7_beta_connectivity,0.00013282118299400318
F4_O2_theta_connectivity,0.00013233783048669144
Fp1_Cz_delta_connectivity,0.00013011682660466487
P3_T8_delta_connectivity,0.00012825122812640756
P3_Cz_beta_connectivity,0.00012766859566759966
Fp2_P4_alpha_connectivity,0.00012749423677093554
Fp1_Fz_beta_connectivity,0.00012715747395994595
Fp2_P4_beta_connectivity,0.00012584453480781182
F4_T8_delta_connectivity,0.0001246046513172491
C3_O1_delta_connectivity,0.00012420957542908762
P4_O1_theta_connectivity,0.0001237847495369692
C3_T8_theta_connectivity,0.00012338747311530673
F4_O1_delta_connectivity,0.00012219053195586013
Fp1_P7_beta_connectivity,0.0001218590821836652
C3_O2_delta_connectivity,0.00012012172607146415
Fp2_O2_delta_connectivity,0.00011967689109356163
F3_T8_alpha_connectivity,0.00011782654763660153
P8_Cz_delta_connectivity,0.00011441823170810067
P4_P7_delta_connectivity,0.00011397578656109827
P4_P7_theta_connectivity,0.00011117758236405894
F3_T7_beta_connectivity,0.0001101667189680383
F3_P7_beta_connectivity,0.0001089445569491293
F3_P3_delta_connectivity,0.00010816072684008436
P4_O2_delta_connectivity,0.00010728185407641539
P3_P7_beta_connectivity,0.00010549933572230498
F7_P8_beta_connectivity,0.00010181940282603408
T8_P8_theta_connectivity,0.00010056979572398886
F7_Cz_beta_connectivity,0.00010042426262140206
C3_O2_alpha_connectivity,9.744044278103772e-05
F7_Pz_beta_connectivity,9.533823281051662e-05
F4_C3_theta_connectivity,9.352204002743311e-05
C3_P4_beta_connectivity,9.000943316561115e-05
F3_P8_beta_connectivity,8.792056300009637e-05
O1_F8_theta_connectivity,8.770362053750083e-05
T7_P7_delta_connectivity,8.742730139089853e-05
P8_Pz_delta_connectivity,8.607245471647468e-05
Fp1_T7_alpha_connectivity,8.48619856189242e-05
F4_P8_delta_connectivity,8.349813227862007e-05
F4_P4_alpha_connectivity,8.318991738201332e-05
P3_T8_theta_connectivity,7.899911052853331e-05
Fp1_P3_delta_connectivity,7.343244599855308e-05
Fp2_P3_delta_connectivity,7.30810814166824e-05
Fp1_Cz_theta_connectivity,6.910747429148671e-05
temporal_parietal_theta_connectivity,6.796358427332559e-05
F4_P4_theta_connectivity,6.764412294352956e-05
Fp1_C3_beta_connectivity,6.735137279887758e-05
P7_Cz_delta_connectivity,6.594596473785032e-05
O2_F7_theta_connectivity,6.546767103351815e-05
C4_P4_delta_connectivity,6.203121235486093e-05
P8_Cz_theta_connectivity,5.647787570312681e-05
O2_Fz_alpha_connectivity,5.518154729058602e-05
F3_O1_beta_connectivity,5.246483052876022e-05
Fp1_T7_delta_connectivity,4.7176320245933955e-05
C4_Fz_theta_connectivity,4.60340297198763e-05
Fp1_F8_theta_connectivity,4.5460920755964144e-05
Fp2_Pz_delta_connectivity,4.470437438482736e-05
P3_T7_beta_connectivity,4.45603904419401e-05
P4_F8_theta_connectivity,4.375464531400352e-05
O1_P8_delta_connectivity,4.353634013029566e-05
Fp2_Fz_theta_connectivity,4.270566532627212e-05
P4_Cz_delta_connectivity,4.0847192899777264e-05
F8_Fz_delta_connectivity,2.5129706896671965e-05
Fp1_P8_theta_connectivity,2.4934310558832728e-05
T8_Fz_alpha_connectivity,2.4014203309702953e-05
C3_F7_theta_connectivity,2.340761186278264e-05
P3_F7_beta_connectivity,2.330671036751022e-05
F3_F7_delta_connectivity,2.329258102178733e-05
F7_T8_beta_connectivity,2.283202304615739e-05
C4_O2_delta_connectivity,2.281099946394155e-05
F7_Pz_theta_connectivity,2.270317806410144e-05
F7_P7_alpha_connectivity,2.255168138130518e-05
F3_F4_theta_connectivity,2.2365204002610808e-05
F8_P8_delta_connectivity,2.2101191885705243e-05
F8_P8_alpha_connectivity,2.1818014790317358e-05
Fp2_F7_delta_connectivity,2.1652601889613208e-05
Fp1_F4_delta_connectivity,2.1488088015208526e-05
O1_F7_beta_connectivity,2.146131142562661e-05
F3_P4_delta_connectivity,2.138095650833851e-05
O2_Cz_delta_connectivity,2.1306419960751293e-05
P3_Fz_delta_connectivity,2.119969048451889e-05
F4_Fz_theta_connectivity,2.1166433293171376e-05
P3_P4_alpha_connectivity,2.1066752956086757e-05
C3_Fz_beta_connectivity,2.0949018468654685e-05
F7_T8_delta_connectivity,2.0776441592877844e-05
C3_T8_delta_connectivity,2.076411960132894e-05
P7_Cz_beta_connectivity,2.0699433870483682e-05
T7_P8_delta_connectivity,2.053260328521652e-05
Fp2_P4_theta_connectivity,2.0490099769222976e-05
O1_P8_theta_connectivity,2.0402522334689785e-05
C3_Fz_alpha_connectivity,2.039602277555876e-05
F4_Fz_delta_connectivity,2.0083572767177427e-05
Fp1_Cz_beta_connectivity,1.9883351007423105e-05
P3_F7_delta_connectivity,1.9802949008571205e-05
central_occipital_alpha_connectivity,1.9572417946401695e-05
O2_T7_delta_connectivity,0.0
O1_Cz_delta_connectivity,0.0
P3_F7_alpha_connectivity,0.0
Fz_Cz_delta_connectivity,0.0
Fz_Pz_delta_connectivity,0.0
F3_P8_theta_connectivity,0.0
Fp2_C3_delta_connectivity,0.0
frontal_parietal_delta_connectivity,0.0
F3_P7_theta_connectivity,0.0
T7_Fz_delta_connectivity,0.0
O2_T8_delta_connectivity,0.0
F4_P8_theta_connectivity,0.0
F3_P4_alpha_connectivity,0.0
F7_P7_delta_connectivity,0.0
F7_Cz_delta_connectivity,0.0
Fp2_T8_theta_connectivity,0.0
temporal_parietal_beta_connectivity,0.0
O1_O2_theta_connectivity,0.0
C3_C4_theta_connectivity,0.0
P7_Fz_delta_connectivity,0.0
O1_F7_theta_connectivity,0.0
F4_P3_theta_connectivity,0.0
Fp1_O1_delta_connectivity,0.0
P7_P8_delta_connectivity,0.0
C4_F8_beta_connectivity,0.0
C4_F7_beta_connectivity,0.0
C4_P8_beta_connectivity,0.0
T8_Fz_beta_connectivity,0.0
Fp2_P4_delta_connectivity,0.0
Fp2_P7_delta_connectivity,0.0
Fp2_Fz_delta_connectivity,0.0
F3_F8_delta_connectivity,0.0
P3_O2_delta_connectivity,0.0
P3_P4_delta_connectivity,0.0
F3_O1_theta_connectivity,0.0
C4_Fz_delta_connectivity,0.0
F4_Fz_beta_connectivity,0.0
F4_P7_beta_connectivity,0.0
Fp1_Pz_theta_connectivity,0.0
O1_Fz_beta_connectivity,0.0
Fp1_T7_beta_connectivity,0.0
F8_P8_theta_connectivity,0.0
P4_Fz_beta_connectivity,0.0
C3_P8_delta_connectivity,0.0
Fp2_Cz_beta_connectivity,0.0
P4_T7_beta_connectivity,0.0
F3_P3_beta_connectivity,0.0
Fp2_P8_delta_connectivity,0.0
P3_P7_delta_connectivity,0.0
C4_F7_theta_connectivity,0.0
P3_P8_delta_connectivity,0.0
Fp1_P3_theta_connectivity,0.0
P8_Fz_beta_connectivity,0.0
Fp2_O2_theta_connectivity,0.0
C4_T7_theta_connectivity,0.0
T8_Pz_beta_connectivity,0.0
O2_T8_alpha_connectivity,0.0
F3_O2_delta_connectivity,0.0
T8_P8_beta_connectivity,0.0
T8_P7_beta_connectivity,0.0
O1_F7_delta_connectivity,0.0
P4_T7_theta_connectivity,0.0
Fz_Pz_theta_connectivity,0.0
F7_T8_theta_connectivity,0.0
F8_T7_alpha_connectivity,0.0
Fp1_P7_theta_connectivity,0.0
T7_T8_alpha_connectivity,0.0
P8_Fz_theta_connectivity,0.0
F4_P4_delta_connectivity,0.0
