mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__penalty,param_classifier__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.020645999908447267,0.0061514828428097315,0.013283014297485352,0.003832515809476725,0.1,l2,lbfgs,"{'classifier__C': 0.1, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.55,0.5833333333333333,0.7388888888888889,0.6722222222222223,0.5222222222222221,0.6133333333333333,0.08055363982396384,1,0.6447368421052632,0.6740890688259109,0.6734143049932524,0.6376518218623481,0.7159244264507423,0.6691632928475034,0.027635347975461022
0.021279335021972656,0.005296236753695955,0.006747388839721679,0.003815564493903389,1.0,l2,lbfgs,"{'classifier__C': 1, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.55,0.6333333333333333,0.6388888888888888,0.5111111111111111,0.5888888888888889,0.5844444444444444,0.0488636298384356,2,0.75,0.7257085020242915,0.7520242914979758,0.7280701754385965,0.7152496626180838,0.7342105263157895,0.014395418627477912
0.02234201431274414,0.0023556646791581164,0.0033556461334228516,0.0033480397908426064,0.01,l2,lbfgs,"{'classifier__C': 0.01, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.6499999999999999,0.4833333333333333,0.6333333333333333,0.5722222222222222,0.5722222222222222,0.5822222222222221,0.0586262487034352,3,0.6052631578947368,0.608974358974359,0.5958164642375169,0.5991902834008097,0.6120107962213225,0.604251012145749,0.0060050190178912175
0.021902751922607423,0.008898119403074759,0.008738565444946288,0.00830411860137158,0.001,l2,lbfgs,"{'classifier__C': 0.001, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.6,0.4833333333333333,0.6333333333333333,0.4611111111111111,0.5722222222222222,0.55,0.06675919504799913,4,0.5657894736842105,0.5819838056680162,0.5566801619433198,0.5867071524966262,0.5607287449392713,0.5703778677462887,0.011858578420528348
0.03625044822692871,0.01449874733412301,0.00624995231628418,0.007654601457254645,10.0,l2,lbfgs,"{'classifier__C': 10, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.55,0.5833333333333333,0.5333333333333333,0.4611111111111111,0.5888888888888889,0.5433333333333333,0.046000536765521,5,0.7894736842105263,0.856612685560054,0.7392037786774629,0.7800269905533064,0.7402159244264508,0.78110661268556,0.04289577227418698
0.04647674560546875,0.01560270049050205,0.014018535614013672,0.002995502166915581,100.0,l2,lbfgs,"{'classifier__C': 100, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.55,0.5277777777777778,0.5833333333333333,0.4611111111111111,0.5833333333333333,0.5411111111111111,0.04521553322083511,6,0.7894736842105263,0.8306342780026991,0.7526990553306343,0.8056680161943319,0.7530364372469636,0.786302294197031,0.03028599871945755
