feature_set,n_features,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,recall_mean,recall_std
All connectivity features,724,0.6773684210526316,0.06796609876782285,0.6722222222222223,0.06620208493229437,0.6795740207504913,0.10113396713120844,0.7317777777777777,0.03492213560989015,0.6623015873015873,0.0681154001305566,0.7244444444444444,0.19441587091643914
Channel-level connectivity features,684,0.6673684210526316,0.09429135021708925,0.6644444444444444,0.09536156018277925,0.6665519646593816,0.10653090895706811,0.7513333333333333,0.031461518725163735,0.6682983682983682,0.07903215191484303,0.6888888888888889,0.16525326615625074
Regional connectivity features,40,0.5936842105263157,0.09045284656396142,0.5933333333333334,0.08384288657739326,0.6007827636983647,0.08591030202070915,0.6391111111111112,0.059256296222218514,0.6046536796536797,0.08957195361151962,0.6244444444444444,0.13669827999315287
