feature,importance
F3_Pz_alpha_connectivity,0.0006821082405441989
P4_F7_delta_connectivity,0.0006792393710301832
Fp2_T8_theta_connectivity,0.0006748445766868793
Fp1_F8_theta_connectivity,0.0006746356745619905
P4_O2_delta_connectivity,0.0006736458518833633
P3_F8_beta_connectivity,0.0006711459581464262
P4_O2_beta_connectivity,0.0006705875164648605
F8_Pz_beta_connectivity,0.0006680754132251492
Fp2_O1_alpha_connectivity,0.0006600580445259608
F4_F8_delta_connectivity,0.000654183500929823
T7_Fz_theta_connectivity,0.00065351995820946
T7_Fz_delta_connectivity,0.0006534961052085581
F3_T8_beta_connectivity,0.0006514880665986135
Fp2_F3_delta_connectivity,0.0006477119984287772
F7_T8_beta_connectivity,0.0006451833144130315
C3_O1_theta_connectivity,0.0006415771366486296
O1_P8_delta_connectivity,0.0006404514006171796
C3_P3_delta_connectivity,0.0006377857480137357
F4_Cz_beta_connectivity,0.0006332082222752531
F4_O2_delta_connectivity,0.0006317404035200849
P8_Pz_alpha_connectivity,0.0006312312390391382
P3_T7_theta_connectivity,0.0006280630835386041
C4_O1_theta_connectivity,0.0006274688885331389
Fp1_O1_alpha_connectivity,0.0006237897958536699
F7_T7_theta_connectivity,0.0006197730395906442
C3_Pz_delta_connectivity,0.0006184976448600005
C4_Fz_alpha_connectivity,0.0006178506780536966
F3_P8_delta_connectivity,0.0006162817252481709
F3_T7_theta_connectivity,0.0006153569807787828
F4_P8_theta_connectivity,0.0006151911099985739
F7_Pz_alpha_connectivity,0.0006145475502563145
F4_P4_delta_connectivity,0.0006106003108241378
Fp1_Fz_beta_connectivity,0.0006037798244348358
O2_F8_theta_connectivity,0.0006032623005545921
F4_P4_theta_connectivity,0.0006021615417037376
F4_C3_delta_connectivity,0.0005983210149666091
Fp1_P4_delta_connectivity,0.0005929208235231265
Fp1_Pz_alpha_connectivity,0.0005923054660718259
Fp2_Pz_theta_connectivity,0.0005892216507517102
F7_P8_theta_connectivity,0.0005890467887183889
C4_F8_beta_connectivity,0.0005882916565526366
F3_P4_delta_connectivity,0.0005871372904303427
Fp1_F3_delta_connectivity,0.0005850331964728211
Fp1_O1_theta_connectivity,0.000584635980884246
O1_F8_delta_connectivity,0.0005819917581961933
O2_F7_delta_connectivity,0.000578760892845431
P4_Pz_beta_connectivity,0.0005767851156925892
Fp1_F3_beta_connectivity,0.0005753913491085868
F4_C3_theta_connectivity,0.0005743160398608525
Fp1_C3_theta_connectivity,0.0005741193111133511
Fp1_Pz_beta_connectivity,0.0005738356990649489
C4_P8_theta_connectivity,0.0005701625268637038
C3_Fz_beta_connectivity,0.0005667588020997674
F3_C3_beta_connectivity,0.0005578621835197595
F7_F8_beta_connectivity,0.000557145500807566
O2_F7_alpha_connectivity,0.0005565794012077376
Fp1_Pz_theta_connectivity,0.0005554025527921376
O1_Pz_delta_connectivity,0.0005500610295790116
F7_Cz_theta_connectivity,0.0005495678846477065
O2_T8_theta_connectivity,0.0005495026581908174
F8_T7_delta_connectivity,0.000544496928022761
Fp1_F3_alpha_connectivity,0.0005415710152856112
F8_P8_beta_connectivity,0.0005397395852455939
F4_P7_alpha_connectivity,0.000532397564482234
F8_P7_beta_connectivity,0.0005302441873220431
Fp2_C4_beta_connectivity,0.0005279017075049834
C4_P3_delta_connectivity,0.0005274142877140253
P4_P7_delta_connectivity,0.0005196898132884716
Fp1_P7_alpha_connectivity,0.0005155810679669058
P4_O1_alpha_connectivity,0.0005153639557639466
Fp2_C3_theta_connectivity,0.0005052318792647315
O2_P8_alpha_connectivity,0.0004999235781973003
T8_P7_beta_connectivity,0.0004996178755048488
C3_T7_beta_connectivity,0.0004990132398584281
C4_F7_beta_connectivity,0.000493912379471106
Fp1_C3_beta_connectivity,0.000486638975090258
